id,entry_id,account_code,debit_amount,credit_amount,description,entity_id,created_at,updated_at
176,88,1015,0.00,233.35,OPENAI *CHATGPT SUBSCR OPENAI.COM CA US Card xx1999 USD 165.00 Value Date: 13/03/2026,3,2026-03-18 08:11:13.215518,2026-03-18 08:11:13.215518
177,89,6600,1.93,0.00,International Transaction Fee Value Date: 13/03/2026,3,2026-03-18 08:11:13.886623,2026-03-18 08:11:13.886630
178,89,1015,0.00,1.93,International Transaction Fee Value Date: 13/03/2026,3,2026-03-18 08:11:13.886632,2026-03-18 08:11:13.886633
179,90,6600,0.99,0.00,International Transaction Fee Value Date: 13/03/2026,3,2026-03-18 08:11:14.606899,2026-03-18 08:11:14.606906
180,90,1015,0.00,0.99,International Transaction Fee Value Date: 13/03/2026,3,2026-03-18 08:11:14.606909,2026-03-18 08:11:14.606924
181,91,6600,1.10,0.00,International Transaction Fee Value Date: 14/03/2026,3,2026-03-18 08:11:15.286800,2026-03-18 08:11:15.286817
182,91,1015,0.00,1.10,International Transaction Fee Value Date: 14/03/2026,3,2026-03-18 08:11:15.286822,2026-03-18 08:11:15.286825
183,92,1015,2969.76,0.00,Direct Credit 509196 INSURET CLAIM 1225x1797,3,2026-03-18 08:11:16.247436,2026-03-18 08:11:16.247448
184,92,5035,0.00,2969.76,Direct Credit 509196 INSURET CLAIM 1225x1797,3,2026-03-18 08:11:16.247451,2026-03-18 08:11:16.247453
185,93,6600,1.24,0.00,International Transaction Fee Value Date: 11/03/2026,3,2026-03-18 08:11:21.708218,2026-03-18 08:11:21.708222
186,93,1015,0.00,1.24,International Transaction Fee Value Date: 11/03/2026,3,2026-03-18 08:11:21.708224,2026-03-18 08:11:21.708226
187,94,6600,47.84,0.00,International Transaction Fee Value Date: 11/03/2026,3,2026-03-18 08:11:28.419406,2026-03-18 08:11:28.419421
188,94,1015,0.00,47.84,International Transaction Fee Value Date: 11/03/2026,3,2026-03-18 08:11:28.419425,2026-03-18 08:11:28.419427
189,95,6701,1366.77,0.00,Twilio HCRRGNX7DJJFDKB9 844-8144627 CA US Card xx1999 USD 950.45 Value Date: 10/03/2026,3,2026-03-18 08:11:29.106552,2026-03-18 08:11:29.106555
190,95,1015,0.00,1366.77,Twilio HCRRGNX7DJJFDKB9 844-8144627 CA US Card xx1999 USD 950.45 Value Date: 10/03/2026,3,2026-03-18 08:11:29.106557,2026-03-18 08:11:29.106558
264,132,1015,0.00,18.86,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:03:58.331335,2026-03-19 10:03:58.331339
267,134,6402,19.90,0.00,SQ *STOCK MARKET KITCHEN Sydney AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:04:00.130996,2026-03-19 10:04:00.131008
268,134,1015,0.00,19.90,SQ *STOCK MARKET KITCHEN Sydney AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:04:00.131012,2026-03-19 10:04:00.131015
271,136,6701,28.28,0.00,VERCEL INC. VERCEL.COM CA US Card xx1999 USD 20.00 Value Date: 14/03/2026,3,2026-03-19 10:04:01.900126,2026-03-19 10:04:01.900130
272,136,1015,0.00,28.28,VERCEL INC. VERCEL.COM CA US Card xx1999 USD 20.00 Value Date: 14/03/2026,3,2026-03-19 10:04:01.900130,2026-03-19 10:04:01.900131
275,138,6400,11.99,0.00,EDREAMS PRIME M SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:04:03.701600,2026-03-19 10:04:03.701608
276,138,1015,0.00,11.99,EDREAMS PRIME M SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:04:03.701610,2026-03-19 10:04:03.701612
279,140,6701,31.53,0.00,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA US Card xx1999 USD 22.00 Value Date: 14/03/2026,3,2026-03-19 10:04:05.371302,2026-03-19 10:04:05.371311
280,140,1015,0.00,31.53,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA US Card xx1999 USD 22.00 Value Date: 14/03/2026,3,2026-03-19 10:04:05.371315,2026-03-19 10:04:05.371319
283,142,5020,4568.49,0.00,Direct Debit 066429 Linkt Melbourne 228714538-75837720,3,2026-03-19 10:04:07.161399,2026-03-19 10:04:07.161408
284,142,1015,0.00,4568.49,Direct Debit 066429 Linkt Melbourne 228714538-75837720,3,2026-03-19 10:04:07.161412,2026-03-19 10:04:07.161415
497,249,1017,514653.04,0.00,,2,2026-03-23 00:13:07.486687,2026-03-23 00:13:07.486691
498,249,2100,0.00,514653.04,,2,2026-03-23 00:13:07.486692,2026-03-23 00:13:07.486692
499,250,2100,546142.76,0.00,,2,2026-03-23 00:13:07.486693,2026-03-23 00:13:07.486693
500,250,4000,0.00,546142.76,,2,2026-03-23 00:13:07.486694,2026-03-23 00:13:07.486694
501,251,1200,26030.42,0.00,,2,2026-03-23 00:13:07.486695,2026-03-23 00:13:07.486695
502,251,4025,0.00,26030.42,,2,2026-03-23 00:13:07.486695,2026-03-23 00:13:07.486696
503,252,1017,30171.96,0.00,,2,2026-03-23 00:13:07.486696,2026-03-23 00:13:07.486697
504,252,1200,0.00,30171.96,,2,2026-03-23 00:13:07.486697,2026-03-23 00:13:07.486698
505,253,1200,7060.16,0.00,,2,2026-03-23 00:13:07.486698,2026-03-23 00:13:07.486698
506,253,4010,0.00,7060.16,,2,2026-03-23 00:13:07.486699,2026-03-23 00:13:07.486699
507,254,1017,8618.08,0.00,,2,2026-03-23 00:13:07.486700,2026-03-23 00:13:07.486700
508,254,1200,0.00,8618.08,,2,2026-03-23 00:13:07.486700,2026-03-23 00:13:07.486701
509,255,5000,649911.68,0.00,,2,2026-03-23 00:13:07.486701,2026-03-23 00:13:07.486702
510,255,2120,0.00,649911.68,,2,2026-03-23 00:13:07.486702,2026-03-23 00:13:07.486702
511,256,5021,7185.34,0.00,,2,2026-03-23 00:13:07.486703,2026-03-23 00:13:07.486703
512,256,2120,0.00,7185.34,,2,2026-03-23 00:13:07.486704,2026-03-23 00:13:07.486704
513,257,5024,3115.41,0.00,,2,2026-03-23 00:13:07.486704,2026-03-23 00:13:07.486705
514,257,2120,0.00,3115.41,,2,2026-03-23 00:13:07.486705,2026-03-23 00:13:07.486706
515,258,5023,306.64,0.00,,2,2026-03-23 00:13:07.486706,2026-03-23 00:13:07.486706
516,258,2120,0.00,306.64,,2,2026-03-23 00:13:07.486707,2026-03-23 00:13:07.486707
517,259,5025,13.39,0.00,,2,2026-03-23 00:13:07.486708,2026-03-23 00:13:07.486708
518,259,2120,0.00,13.39,,2,2026-03-23 00:13:07.486708,2026-03-23 00:13:07.486709
519,260,5022,400.00,0.00,,2,2026-03-23 00:13:07.486709,2026-03-23 00:13:07.486710
520,260,2120,0.00,400.00,,2,2026-03-23 00:13:07.486710,2026-03-23 00:13:07.486710
521,261,5002,1373.06,0.00,,2,2026-03-23 00:13:07.486711,2026-03-23 00:13:07.486711
522,261,2120,0.00,1373.06,,2,2026-03-23 00:13:07.486712,2026-03-23 00:13:07.486712
523,262,5040,1085.31,0.00,,2,2026-03-23 00:13:07.486712,2026-03-23 00:13:07.486713
524,262,2120,0.00,1085.31,,2,2026-03-23 00:13:07.486713,2026-03-23 00:13:07.486714
525,263,5010,17716.15,0.00,,2,2026-03-23 00:13:07.486714,2026-03-23 00:13:07.486714
526,263,1017,0.00,17716.15,,2,2026-03-23 00:13:07.486715,2026-03-23 00:13:07.486715
527,264,5051,-540.80,0.00,,2,2026-03-23 00:13:07.486716,2026-03-23 00:13:07.486716
528,264,1017,0.00,-540.80,,2,2026-03-23 00:13:07.486716,2026-03-23 00:13:07.486717
529,265,1017,32.00,0.00,,2,2026-03-23 00:13:07.486717,2026-03-23 00:13:07.486718
530,265,2110,0.00,32.00,,2,2026-03-23 00:13:07.486718,2026-03-23 00:13:07.486718
531,266,5052,-70928.67,0.00,,2,2026-03-23 00:13:07.486719,2026-03-23 00:13:07.486719
532,266,1017,0.00,-70928.67,,2,2026-03-23 00:13:07.486720,2026-03-23 00:13:07.486720
533,267,5053,-3263.05,0.00,,2,2026-03-23 00:13:07.486720,2026-03-23 00:13:07.486721
534,267,1017,0.00,-3263.05,,2,2026-03-23 00:13:07.486721,2026-03-23 00:13:07.486722
535,268,2120,-318458.27,0.00,,2,2026-03-23 00:13:07.486722,2026-03-23 00:13:07.486722
536,268,1017,0.00,-318458.27,,2,2026-03-23 00:13:07.486723,2026-03-23 00:13:07.486723
537,269,1017,527316.41,0.00,,2,2026-03-23 00:13:07.486724,2026-03-23 00:13:07.486724
538,269,4021,0.00,527316.41,,2,2026-03-23 00:13:07.486725,2026-03-23 00:13:07.486725
539,270,1017,250747.69,0.00,,2,2026-03-23 00:13:21.258903,2026-03-23 00:13:21.258907
540,270,2100,0.00,250747.69,,2,2026-03-23 00:13:21.258908,2026-03-23 00:13:21.258908
541,271,2100,213936.19,0.00,,2,2026-03-23 00:13:21.258909,2026-03-23 00:13:21.258909
542,271,4000,0.00,213936.19,,2,2026-03-23 00:13:21.258909,2026-03-23 00:13:21.258910
543,272,1017,23135.71,0.00,,2,2026-03-23 00:13:21.258910,2026-03-23 00:13:21.258911
544,272,4000,0.00,23135.71,,2,2026-03-23 00:13:21.258911,2026-03-23 00:13:21.258912
545,273,1200,115769.61,0.00,,2,2026-03-23 00:13:21.258912,2026-03-23 00:13:21.258912
546,273,4025,0.00,115769.61,,2,2026-03-23 00:13:21.258913,2026-03-23 00:13:21.258913
547,274,1017,14649.66,0.00,,2,2026-03-23 00:13:21.258914,2026-03-23 00:13:21.258914
548,274,1200,0.00,14649.66,,2,2026-03-23 00:13:21.258914,2026-03-23 00:13:21.258915
549,275,1200,67810.54,0.00,,2,2026-03-23 00:13:21.258915,2026-03-23 00:13:21.258916
550,275,4010,0.00,67810.54,,2,2026-03-23 00:13:21.258916,2026-03-23 00:13:21.258916
551,276,5000,241390.92,0.00,,2,2026-03-23 00:13:21.258917,2026-03-23 00:13:21.258917
552,276,2120,0.00,241390.92,,2,2026-03-23 00:13:21.258918,2026-03-23 00:13:21.258918
553,277,5021,117174.34,0.00,,2,2026-03-23 00:13:21.258918,2026-03-23 00:13:21.258919
554,277,2120,0.00,117174.34,,2,2026-03-23 00:13:21.258919,2026-03-23 00:13:21.258920
555,278,5024,642.32,0.00,,2,2026-03-23 00:13:21.258920,2026-03-23 00:13:21.258920
556,278,2120,0.00,642.32,,2,2026-03-23 00:13:21.258921,2026-03-23 00:13:21.258921
557,279,5023,224.01,0.00,,2,2026-03-23 00:13:21.258922,2026-03-23 00:13:21.258922
558,279,2120,0.00,224.01,,2,2026-03-23 00:13:21.258922,2026-03-23 00:13:21.258923
559,280,5025,8962.04,0.00,,2,2026-03-23 00:13:21.258923,2026-03-23 00:13:21.258924
560,280,2120,0.00,8962.04,,2,2026-03-23 00:13:21.258924,2026-03-23 00:13:21.258924
561,281,5022,2027.66,0.00,,2,2026-03-23 00:13:21.258925,2026-03-23 00:13:21.258925
562,281,2120,0.00,2027.66,,2,2026-03-23 00:13:21.258926,2026-03-23 00:13:21.258926
563,282,5002,6471.00,0.00,,2,2026-03-23 00:13:21.258926,2026-03-23 00:13:21.258927
564,282,2120,0.00,6471.00,,2,2026-03-23 00:13:21.258927,2026-03-23 00:13:21.258928
565,283,5040,24798.55,0.00,,2,2026-03-23 00:13:21.258928,2026-03-23 00:13:21.258928
566,283,2120,0.00,24798.55,,2,2026-03-23 00:13:21.258929,2026-03-23 00:13:21.258929
567,284,5010,15057.58,0.00,,2,2026-03-23 00:13:21.258930,2026-03-23 00:13:21.258930
568,284,1017,0.00,15057.58,,2,2026-03-23 00:13:21.258930,2026-03-23 00:13:21.258931
569,285,5051,-7708.77,0.00,,2,2026-03-23 00:13:21.258931,2026-03-23 00:13:21.258932
570,285,1017,0.00,-7708.77,,2,2026-03-23 00:13:21.258932,2026-03-23 00:13:21.258932
571,286,1017,73050.00,0.00,,2,2026-03-23 00:13:21.258933,2026-03-23 00:13:21.258933
572,286,2110,0.00,73050.00,,2,2026-03-23 00:13:21.258934,2026-03-23 00:13:21.258934
573,287,2110,-57650.00,0.00,,2,2026-03-23 00:13:21.258935,2026-03-23 00:13:21.258935
574,287,1017,0.00,-57650.00,,2,2026-03-23 00:13:21.258935,2026-03-23 00:13:21.258936
265,133,6000,9.37,0.00,POST GORDON PS GORDON AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:03:59.225846,2026-03-19 10:03:59.225854
266,133,1015,0.00,9.37,POST GORDON PS GORDON AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:03:59.225856,2026-03-19 10:03:59.225857
269,135,6600,0.99,0.00,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:04:01.110725,2026-03-19 10:04:01.110737
270,135,1015,0.00,0.99,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:04:01.110987,2026-03-19 10:04:01.110990
273,137,6400,9.14,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:04:02.819993,2026-03-19 10:04:02.819999
274,137,1015,0.00,9.14,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:04:02.820002,2026-03-19 10:04:02.820003
277,139,6600,1.10,0.00,International Transaction Fee Value Date: 14/03/2026,3,2026-03-19 10:04:04.481100,2026-03-19 10:04:04.481109
278,139,1015,0.00,1.10,International Transaction Fee Value Date: 14/03/2026,3,2026-03-19 10:04:04.481113,2026-03-19 10:04:04.481116
281,141,6400,7.52,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:04:06.359514,2026-03-19 10:04:06.359517
282,141,1015,0.00,7.52,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:04:06.359518,2026-03-19 10:04:06.359518
285,143,1015,2969.76,0.00,Direct Credit 509196 INSURET CLAIM 1225x1797,3,2026-03-19 10:04:21.520642,2026-03-19 10:04:21.520646
286,143,5035,0.00,2969.76,Direct Credit 509196 INSURET CLAIM 1225x1797,3,2026-03-19 10:04:21.520647,2026-03-19 10:04:21.520647
287,144,6600,1.24,0.00,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:04:22.349835,2026-03-19 10:04:22.349837
288,144,1015,0.00,1.24,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:04:22.349839,2026-03-19 10:04:22.349840
289,145,6701,35.46,0.00,LOVABLE LOVABLE.DEV DE US Card xx1999 USD 25.00 Value Date: 12/03/2026,3,2026-03-19 10:04:23.312635,2026-03-19 10:04:23.312651
290,145,1015,0.00,35.46,LOVABLE LOVABLE.DEV DE US Card xx1999 USD 25.00 Value Date: 12/03/2026,3,2026-03-19 10:04:23.312655,2026-03-19 10:04:23.312658
291,146,6600,47.84,0.00,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:04:24.221540,2026-03-19 10:04:24.221554
292,146,1015,0.00,47.84,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:04:24.221558,2026-03-19 10:04:24.221561
293,147,6700,1366.77,0.00,Twilio HCRRGNX7DJJFDKB9 844-8144627 CA US Card xx1999 USD 950.45 Value Date: 10/03/2026,3,2026-03-19 10:04:25.090977,2026-03-19 10:04:25.090988
294,147,1015,0.00,1366.77,Twilio HCRRGNX7DJJFDKB9 844-8144627 CA US Card xx1999 USD 950.45 Value Date: 10/03/2026,3,2026-03-19 10:04:25.090991,2026-03-19 10:04:25.090992
295,148,6400,9.14,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:04:25.991495,2026-03-19 10:04:25.991509
296,148,1015,0.00,9.14,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:04:25.991514,2026-03-19 10:04:25.991517
297,149,6300,1300.00,0.00,Payrix*WOTSO HOLDINGS WOTSO HOLDINGS--22,3,2026-03-19 10:04:26.981906,2026-03-19 10:04:26.981919
298,149,1015,0.00,1300.00,Payrix*WOTSO HOLDINGS WOTSO HOLDINGS--22,3,2026-03-19 10:04:26.981922,2026-03-19 10:04:26.981924
299,150,6500,84.00,0.00,Intuit Quickbooks Sydney AU Card xx1999 Value Date: 10/03/2026,3,2026-03-19 10:04:27.897639,2026-03-19 10:04:27.897654
300,150,1015,0.00,84.00,Intuit Quickbooks Sydney AU Card xx1999 Value Date: 10/03/2026,3,2026-03-19 10:04:27.897658,2026-03-19 10:04:27.897662
301,151,6402,12.90,0.00,Caffeine Cartel Sydney AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:04:28.891178,2026-03-19 10:04:28.891202
302,151,1015,0.00,12.90,Caffeine Cartel Sydney AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:04:28.891207,2026-03-19 10:04:28.891210
303,152,1015,30.00,0.00,Fast Transfer From CROWDER C S reference:cassie crowder,3,2026-03-19 10:04:29.809856,2026-03-19 10:04:29.809859
304,152,6000,0.00,30.00,Fast Transfer From CROWDER C S reference:cassie crowder,3,2026-03-19 10:04:29.809861,2026-03-19 10:04:29.809862
305,153,1015,50.00,0.00,Fast Transfer From MEEGAN KING Arrears,3,2026-03-19 10:04:30.790790,2026-03-19 10:04:30.790792
306,153,6000,0.00,50.00,Fast Transfer From MEEGAN KING Arrears,3,2026-03-19 10:04:30.790793,2026-03-19 10:04:30.790794
307,154,6000,35.80,0.00,POST GORDON PS GORDON AU Card xx1999 Value Date: 09/03/2026,3,2026-03-19 10:04:31.772169,2026-03-19 10:04:31.772183
308,154,1015,0.00,35.80,POST GORDON PS GORDON AU Card xx1999 Value Date: 09/03/2026,3,2026-03-19 10:04:31.772187,2026-03-19 10:04:31.772190
309,155,6400,483.65,0.00,Trip.com,3,2026-03-19 10:21:52.921405,2026-03-19 10:21:52.921410
310,155,1015,0.00,483.65,Trip.com,3,2026-03-19 10:21:52.921413,2026-03-19 10:21:52.921414
311,156,1015,725.65,0.00,Refund Purchase gotogate1121872211,3,2026-03-19 10:21:54.097582,2026-03-19 10:21:54.097586
312,156,6400,0.00,725.65,Refund Purchase gotogate1121872211,3,2026-03-19 10:21:54.097587,2026-03-19 10:21:54.097588
313,157,6600,3.02,0.00,International Transaction Fee Value Date: 15/03/2026,3,2026-03-19 10:21:54.980557,2026-03-19 10:21:54.980560
314,157,1015,0.00,3.02,International Transaction Fee Value Date: 15/03/2026,3,2026-03-19 10:21:54.980560,2026-03-19 10:21:54.980561
315,158,6701,86.23,0.00,SUPABASE SINGAPORE SG Card xx1999 USD 60.16 Value Date: 15/03/2026,3,2026-03-19 10:21:55.754888,2026-03-19 10:21:55.754895
316,158,1015,0.00,86.23,SUPABASE SINGAPORE SG Card xx1999 USD 60.16 Value Date: 15/03/2026,3,2026-03-19 10:21:55.754897,2026-03-19 10:21:55.754899
317,159,6600,1.00,0.00,International Transaction Fee Value Date: 16/03/2026,3,2026-03-19 10:21:56.590403,2026-03-19 10:21:56.590404
318,159,1015,0.00,1.00,International Transaction Fee Value Date: 16/03/2026,3,2026-03-19 10:21:56.590405,2026-03-19 10:21:56.590405
319,160,6701,28.67,0.00,OPENAI *CHATGPT SUBSCR OPENAI.COM CA US Card xx1999 USD 20.00 Value Date: 16/03/2026,3,2026-03-19 10:21:57.460821,2026-03-19 10:21:57.460823
320,160,1015,0.00,28.67,OPENAI *CHATGPT SUBSCR OPENAI.COM CA US Card xx1999 USD 20.00 Value Date: 16/03/2026,3,2026-03-19 10:21:57.460824,2026-03-19 10:21:57.460825
321,161,6402,13.09,0.00,INCANTO COFFEE SYDNEY AU Card xx1999 Value Date: 16/03/2026,3,2026-03-19 10:21:58.252467,2026-03-19 10:21:58.252474
322,161,1015,0.00,13.09,INCANTO COFFEE SYDNEY AU Card xx1999 Value Date: 16/03/2026,3,2026-03-19 10:21:58.252476,2026-03-19 10:21:58.252477
323,162,6400,725.65,0.00,gotogate1121872211,3,2026-03-19 10:21:59.120582,2026-03-19 10:21:59.120584
324,162,1015,0.00,725.65,gotogate1121872211,3,2026-03-19 10:21:59.120585,2026-03-19 10:21:59.120586
325,163,1015,102.00,0.00,Fast Transfer From SPICA DELORINO 01F2AEE6-0019,3,2026-03-19 10:21:59.951593,2026-03-19 10:21:59.951596
326,163,6000,0.00,102.00,Fast Transfer From SPICA DELORINO 01F2AEE6-0019,3,2026-03-19 10:21:59.951597,2026-03-19 10:21:59.951598
327,164,6600,8.17,0.00,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:22:00.901571,2026-03-19 10:22:00.901577
328,164,1015,0.00,8.17,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:22:00.901579,2026-03-19 10:22:00.901580
329,165,6701,233.35,0.00,OPENAI *CHATGPT SUBSCR OPENAI.COM CA US Card xx1999 USD 165.00 Value Date: 13/03/2026,3,2026-03-19 10:22:01.740586,2026-03-19 10:22:01.740589
330,165,1015,0.00,233.35,OPENAI *CHATGPT SUBSCR OPENAI.COM CA US Card xx1999 USD 165.00 Value Date: 13/03/2026,3,2026-03-19 10:22:01.740590,2026-03-19 10:22:01.740590
331,166,6600,1.93,0.00,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:22:02.520995,2026-03-19 10:22:02.521001
332,166,1015,0.00,1.93,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:22:02.521003,2026-03-19 10:22:02.521004
333,167,6701,55.15,0.00,RIGHTWORKS WWW.RIGHTWORK NH US Card xx1999 USD 39.00 Value Date: 13/03/2026,3,2026-03-19 10:22:03.381638,2026-03-19 10:22:03.381648
334,167,1015,0.00,55.15,RIGHTWORKS WWW.RIGHTWORK NH US Card xx1999 USD 39.00 Value Date: 13/03/2026,3,2026-03-19 10:22:03.381652,2026-03-19 10:22:03.381655
335,168,6400,18.86,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:22:04.254127,2026-03-19 10:22:04.254138
336,168,1015,0.00,18.86,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:22:04.254141,2026-03-19 10:22:04.254143
337,169,6000,9.37,0.00,POST GORDON PS GORDON AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:22:05.058426,2026-03-19 10:22:05.058432
338,169,1015,0.00,9.37,POST GORDON PS GORDON AU Card xx1999 Value Date: 12/03/2026,3,2026-03-19 10:22:05.058434,2026-03-19 10:22:05.058436
339,170,6402,19.90,0.00,SQ *STOCK MARKET KITCHEN Sydney AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:22:05.902222,2026-03-19 10:22:05.902231
340,170,1015,0.00,19.90,SQ *STOCK MARKET KITCHEN Sydney AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:22:05.902235,2026-03-19 10:22:05.902238
341,171,6600,0.99,0.00,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:22:06.681170,2026-03-19 10:22:06.681176
342,171,1015,0.00,0.99,International Transaction Fee Value Date: 13/03/2026,3,2026-03-19 10:22:06.681178,2026-03-19 10:22:06.681180
343,172,6701,28.28,0.00,VERCEL INC. VERCEL.COM CA US Card xx1999 USD 20.00 Value Date: 14/03/2026,3,2026-03-19 10:22:07.512235,2026-03-19 10:22:07.512241
344,172,1015,0.00,28.28,VERCEL INC. VERCEL.COM CA US Card xx1999 USD 20.00 Value Date: 14/03/2026,3,2026-03-19 10:22:07.512244,2026-03-19 10:22:07.512246
345,173,6400,9.14,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:22:08.300078,2026-03-19 10:22:08.300080
346,173,1015,0.00,9.14,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 13/03/2026,3,2026-03-19 10:22:08.300081,2026-03-19 10:22:08.300082
347,174,6400,11.99,0.00,EDREAMS PRIME M SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:22:09.211452,2026-03-19 10:22:09.211462
348,174,1015,0.00,11.99,EDREAMS PRIME M SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:22:09.211466,2026-03-19 10:22:09.211469
349,175,6600,1.10,0.00,International Transaction Fee Value Date: 14/03/2026,3,2026-03-19 10:22:10.091295,2026-03-19 10:22:10.091303
350,175,1015,0.00,1.10,International Transaction Fee Value Date: 14/03/2026,3,2026-03-19 10:22:10.091306,2026-03-19 10:22:10.091308
351,176,6701,31.53,0.00,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA US Card xx1999 USD 22.00 Value Date: 14/03/2026,3,2026-03-19 10:22:10.911369,2026-03-19 10:22:10.911371
352,176,1015,0.00,31.53,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA US Card xx1999 USD 22.00 Value Date: 14/03/2026,3,2026-03-19 10:22:10.911372,2026-03-19 10:22:10.911373
353,177,6400,7.52,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:22:11.781442,2026-03-19 10:22:11.781451
354,177,1015,0.00,7.52,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 14/03/2026,3,2026-03-19 10:22:11.781455,2026-03-19 10:22:11.781458
355,178,5020,4568.49,0.00,Direct Debit 066429 Linkt Melbourne 228714538-75837720,3,2026-03-19 10:22:12.681873,2026-03-19 10:22:12.681913
356,178,1015,0.00,4568.49,Direct Debit 066429 Linkt Melbourne 228714538-75837720,3,2026-03-19 10:22:12.681919,2026-03-19 10:22:12.681922
357,179,1015,2969.76,0.00,Direct Credit 509196 INSURET CLAIM 1225x1797,3,2026-03-19 10:22:26.441155,2026-03-19 10:22:26.441158
358,179,5035,0.00,2969.76,Direct Credit 509196 INSURET CLAIM 1225x1797,3,2026-03-19 10:22:26.441159,2026-03-19 10:22:26.441160
359,180,6600,1.24,0.00,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:22:27.353156,2026-03-19 10:22:27.353204
360,180,1015,0.00,1.24,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:22:27.353216,2026-03-19 10:22:27.353220
361,181,6701,35.46,0.00,LOVABLE LOVABLE.DEV DE US Card xx1999 USD 25.00 Value Date: 12/03/2026,3,2026-03-19 10:22:28.221484,2026-03-19 10:22:28.221499
362,181,1015,0.00,35.46,LOVABLE LOVABLE.DEV DE US Card xx1999 USD 25.00 Value Date: 12/03/2026,3,2026-03-19 10:22:28.221503,2026-03-19 10:22:28.221507
363,182,6600,47.84,0.00,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:22:29.136419,2026-03-19 10:22:29.136433
364,182,1015,0.00,47.84,International Transaction Fee Value Date: 11/03/2026,3,2026-03-19 10:22:29.136437,2026-03-19 10:22:29.136440
365,183,6700,1366.77,0.00,Twilio HCRRGNX7DJJFDKB9 844-8144627 CA US Card xx1999 USD 950.45 Value Date: 10/03/2026,3,2026-03-19 10:22:30.033050,2026-03-19 10:22:30.033065
366,183,1015,0.00,1366.77,Twilio HCRRGNX7DJJFDKB9 844-8144627 CA US Card xx1999 USD 950.45 Value Date: 10/03/2026,3,2026-03-19 10:22:30.033070,2026-03-19 10:22:30.033073
367,184,6400,9.14,0.00,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:22:30.832679,2026-03-19 10:22:30.832691
368,184,1015,0.00,9.14,TRANSPORTFORNSW TAP SYDNEY AU Card xx1999 Value Date: 11/03/2026,3,2026-03-19 10:22:30.832694,2026-03-19 10:22:30.832695
