id,entity_id,counterparty_id,contract_id,invoice_number,invoice_date,due_date,total_amount,amount_paid,currency,contra_account_code,status,service_period_start,service_period_end,has_amortization_schedule,journal_entry_id,ai_extraction_raw,ai_confidence_score,contract_matched,approved_by,approved_at,rejection_reason,uploaded_by,pdf_s3_key,notes,created_at,updated_at,pdf_content_hash,net_amount,tax_amount,new_vendor,coa_source,sync_run_id,submitted_by,submitted_at,submit_override_reason,voided_by,voided_at,void_reason,rejected_by,rejected_at
345,3,708,,34555,2026-04-16,2026-04-16,338.80,0.00,AUD,5033,draft,2026-04-16,2026-04-16,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.5, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": ""2026-04-16"", ""confidence"": 0.92, ""is_invoice"": true, ""tax_amount"": 30.8, ""description"": ""Towing service for KIA RIO vehicle from corner of Gurwood and Beckwith Street Wagga to Ken Morley Smash Repairs."", ""vendor_name"": ""Ken Morley Smash Repairs"", ""invoice_date"": ""2026-04-16"", ""total_amount"": 338.8, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""58682908256"", ""invoice_number"": ""34555"", ""subtotal_amount"": 308.0, ""service_period_end"": ""2026-04-16"", ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": ""2026-04-16"", ""suggested_coa_account"": ""6400""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""Ken Morley Smash Repairs"", ""amount"": 338.8, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2026-05-19T11:31:50.150Z"", ""created_at"": ""2026-04-21T01:40:32.780Z"", ""description"": ""Team: Claims & Security\nRego:  1ZC8TV \nAmount: $338.80\nInvoice number: 34555\nPay to: Third-party Ken Morley Smash Repairs\nCharged to member: Yes/Guest Sinead Cuffe\nReason for payment/credit: towing cost payment\nBack office ticket number: 92045222\nApproved by: N/A"", ""sub_category"": ""Insurance & Compliance"", ""finance_db_id"": 30128, ""sub_category_details"": ""Workshop payments""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-05-19T11:31:50.150Z""}}",0.92,f,,,,ingest:retool_invoice,invoices/entity_3/2026/07/65d9639748be_1776735621183-Tax-Invoice-34555-1.pdf,,2026-07-30 08:22:39.071331,2026-08-01 02:32:45.580392,4642225ae6255130b6218445227292bf16b4814d1225a0f5eeb68eb3144db7d5,308.00,30.80,f,,814,,,,,,,,
346,1,709,,429503264080420226,2026-04-08,2026-04-23,212.02,0.00,NZD,,draft,,,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": false, ""document_gate"": ""ok"", ""entity_source"": ""default"", ""extraction_error"": null, ""vendor_confidence"": 0.25, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""NZD"", ""due_date"": ""2026-04-23"", ""confidence"": 0.92, ""is_invoice"": true, ""tax_amount"": 16.24, ""description"": ""Mobile phone service bill including monthly charges and usage (calls, data, text) for account 429503264. Bill includes 0.87% surcharge for VISA card payment."", ""vendor_name"": ""Spark New Zealand Trading Ltd"", ""invoice_date"": ""2026-04-08"", ""total_amount"": 212.02, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""50-852-911"", ""invoice_number"": ""429503264080420226"", ""subtotal_amount"": 195.78, ""service_period_end"": null, ""bill_to_entity_hint"": null, ""service_period_start"": null, ""suggested_coa_account"": ""6700""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""Geraldine"", ""amount"": 176, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Central"", ""closed_at"": ""2026-04-21T01:41:09.496Z"", ""created_at"": ""2026-04-21T01:29:36.014Z"", ""description"": ""Geraldine's Fyle claim NZD 212.02 - Unable to fi;e it due to deactivated account"", ""sub_category"": ""Operational expenses"", ""finance_db_id"": 30126, ""sub_category_details"": ""Misc expenses for onground team""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-04-21T01:41:09.496Z""}}",0.92,f,,,,ingest:retool_invoice,invoices/entity_1/2026/07/09feb1a1e464_1776734946917-IMG_4008.jpg,,2026-07-30 08:22:57.757085,2026-08-01 02:32:45.580393,798b654ade7424c9da7b1a098a9ad786ab97011468c63fc47475d3392ee639e5,195.78,16.24,f,,814,,,,,,,,
347,1,153,,VH-PI-26-001149,2026-03-25,2026-04-14,5553.60,0.00,SGD,6500,draft,2026-01-01,2026-12-31,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.0, ""currency_entity_flag"": true}, ""extraction"": {""currency"": ""SGD"", ""due_date"": ""2026-04-14"", ""confidence"": 0.95, ""is_invoice"": true, ""tax_amount"": 453.6, ""description"": ""Full Compliance Plus Kit including company secretary appointment, ACRA filings, tax computation, and bookkeeping services for 12 months, plus consolidation of unaudited group financial statements."", ""vendor_name"": ""VentureHaven Pte Ltd"", ""invoice_date"": ""2026-03-25"", ""total_amount"": 5553.6, ""document_type"": ""invoice"", ""vendor_tax_id"": ""201327276H"", ""invoice_number"": ""VH-PI-26-001149"", ""subtotal_amount"": 5100.0, ""service_period_end"": ""2026-12-31"", ""bill_to_entity_hint"": ""Drive lah Ventures Holding Pte Ltd"", ""service_period_start"": ""2026-01-01"", ""suggested_coa_account"": ""6500""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""VentureHaven"", ""amount"": 5553.6, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Central"", ""closed_at"": ""2026-04-20T13:02:14.045Z"", ""created_at"": ""2026-04-20T12:47:41.573Z"", ""description"": ""INVOICE: VH-PI-26-001149 - VentureHaven\n\n* Full Compliance Plus Kit (Foreigner) - FYE: 31/12/2026\n* Consolidation of Unaudited Group Financial Statements - FYE: 31/12/2025\n\n"", ""sub_category"": ""Other professional services"", ""finance_db_id"": 30118, ""sub_category_details"": ""Legal Fees""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-04-20T13:02:14.045Z""}}",0.95,f,,,,ingest:retool_invoice,invoices/entity_1/2026/07/fa1cc54b6686_1776689168678-VH-PI-26-001149-1.pdf,,2026-07-30 08:23:15.770991,2026-08-01 02:32:45.580393,dfd3ea9d2b0e6a3adee8756fb4f07cdcb3c7f32a7e3972accd9d6a9e644b922c,5100.00,453.60,f,db,814,,,,,,,,
348,3,656,,R207711,2026-04-02,2026-04-15,10660.50,0.00,AUD,5032,draft,2026-02-10,2026-03-28,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.85, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": null, ""confidence"": 0.92, ""is_invoice"": true, ""tax_amount"": 969.14, ""description"": ""Roadside assistance and towing services for vehicle recovery, including towing, mechanical services, battery replacement, and tire services across multiple Australian locations."", ""vendor_name"": ""Car-Trek Australia T/as ISS First Response"", ""invoice_date"": ""2026-04-02"", ""total_amount"": 10660.5, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""60 506 986 136"", ""invoice_number"": ""R207711"", ""subtotal_amount"": 9691.36, ""service_period_end"": ""2026-03-28"", ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": ""2026-02-10"", ""suggested_coa_account"": ""6800""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""ISS First Response"", ""amount"": 10660.5, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2026-07-08T02:04:32.817Z"", ""created_at"": ""2026-04-20T01:02:08.970Z"", ""description"": ""Hi Z. Please pay for attached invoice. Thanks.\n"", ""sub_category"": ""Operational expenses"", ""finance_db_id"": 30103, ""sub_category_details"": ""Roadside Assistance services""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-07-08T02:04:32.817Z""}}",0.92,f,,,,ingest:retool_invoice,invoices/entity_3/2026/07/9a07a7e7d8ef_1776646920764-R207711.pdf,,2026-07-30 08:23:37.527826,2026-08-01 02:32:45.580393,ac66bcd214379ac9a43638535a19210937b9d523ee1ba5ecca78dcddb692f321,9691.36,969.14,f,db,814,,,,,,,,
349,3,649,,,2026-03-31,2026-04-15,10000.00,0.00,USD,5030,draft,2026-03-01,2026-03-31,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 1.0, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""USD"", ""due_date"": ""2026-04-15"", ""confidence"": 0.92, ""is_invoice"": true, ""tax_amount"": null, ""description"": ""SaaS subscription fee for OTOPLUG Uber CS/AU service for March 2026 with minimum fee applied."", ""vendor_name"": ""Altimobility Corp."", ""invoice_date"": ""2026-03-31"", ""total_amount"": 10000.0, ""document_type"": ""invoice"", ""vendor_tax_id"": ""113-86-10472"", ""invoice_number"": null, ""subtotal_amount"": 10000.0, ""service_period_end"": ""2026-03-31"", ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": ""2026-03-01"", ""suggested_coa_account"": ""6700""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""Humax | Altimobility Corp."", ""amount"": 10000, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""USD"", ""platform"": ""Drive mate"", ""closed_at"": ""2026-04-24T06:27:15.988Z"", ""created_at"": ""2026-04-19T05:17:39.239Z"", ""description"": ""Hi Z.Please pay for attached invoice. Thanks."", ""sub_category"": ""Operational expenses"", ""finance_db_id"": 30093, ""sub_category_details"": ""GPS/ Lockbox/ Device subscriptions""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-04-24T06:27:15.988Z""}}",0.92,f,,,,ingest:retool_invoice,invoices/entity_3/2026/07/1a2f7046232a_1776575770337-AlMo_invoice_Drivemate_OTOPLUG_March2026_03_31.pdf,,2026-07-30 08:23:52.979865,2026-08-01 02:32:45.580394,0b528b728c42542a706acacdd01029c47cf5fbe2c3d2740b8cc337e34801691e,10000.00,,f,db,814,,,,,,,,
352,3,72,,4031104,2026-04-07,2026-05-01,165.00,0.00,AUD,5034,draft,2026-04-07,2026-04-07,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 1.0, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": null, ""confidence"": 0.95, ""is_invoice"": true, ""tax_amount"": 15.0, ""description"": ""Professional motor vehicle assessment services for damage evaluation and repair cost estimation on a Volkswagen Transporter."", ""vendor_name"": ""Focussed Assessing Pty Ltd"", ""invoice_date"": ""2026-04-07"", ""total_amount"": 165.0, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""92 143 234 066"", ""invoice_number"": ""4031104"", ""subtotal_amount"": 150.0, ""service_period_end"": ""2026-04-07"", ""bill_to_entity_hint"": ""Drive lah Australia Pty Ltd"", ""service_period_start"": ""2026-04-07"", ""suggested_coa_account"": ""6500""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""\tFocussed\tAssessing\tPty\tLtd"", ""amount"": 165, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2026-05-19T08:32:23.105Z"", ""created_at"": ""2026-04-16T03:14:51.548Z"", ""description"": ""Team: Claims & Security\t\nREGO:1XM3GN\nAmount:\t$165\nInvoice Number: 4031104\nPay To:\t\tFocussed\tAssessing\tPty\tLtd\nReason:\tAssessment fee invoice to \nCharged to Member:\tEmily Hill - $2,720.19 + 74CFB08D-0048\nBack Office Ticket Number:\t74684490\nApproved By: NA - within my limit\t\nTicket/Slack link on where this amount was approved: NA\t"", ""sub_category"": ""Insurance & Compliance"", ""finance_db_id"": 30001, ""sub_category_details"": ""Workshop payments""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-05-19T08:32:23.105Z""}}",0.95,f,,,,ingest:retool_invoice,invoices/entity_3/2026/07/f05efb1485f3_1776309279664-4031104_20260407_FEE-INVOICE-2.pdf,,2026-07-30 08:24:37.548379,2026-08-01 02:32:45.580395,573c3672a0960cea1d7267f1db88e3cfacd8556b292fdbda2ed74321aac9998b,150.00,15.00,f,db,814,,,,,,,,
353,3,187,,,2026-04-16,2026-05-01,2435.75,0.00,AUD,5062,draft,,,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": false, ""document_gate"": ""ok"", ""entity_source"": ""platform"", ""extraction_error"": ""No /Root object! - Is this really a PDF?"", ""vendor_confidence"": 0.8, ""currency_entity_flag"": false}, ""extraction"": {""currency"": null, ""due_date"": null, ""confidence"": 0.0, ""is_invoice"": null, ""tax_amount"": null, ""description"": null, ""vendor_name"": null, ""invoice_date"": null, ""total_amount"": null, ""document_type"": null, ""vendor_tax_id"": null, ""invoice_number"": null, ""subtotal_amount"": null, ""service_period_end"": null, ""bill_to_entity_hint"": null, ""service_period_start"": null, ""suggested_coa_account"": null}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""Matheus van der Kooi"", ""amount"": 2435.75, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2026-04-30T01:49:43.353Z"", ""created_at"": ""2026-04-16T02:51:32.804Z"", ""description"": ""Hi Z. Please pay Mart for ground ops expenses. Thanks."", ""sub_category"": ""Operational expenses"", ""finance_db_id"": 29999, ""sub_category_details"": ""Misc expenses for onground team""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-04-30T01:49:43.353Z""}}",0,f,,,,ingest:retool_invoice,invoices/entity_3/2026/07/41d02c52a9c0_1776307888378-Ops-Expenses-Sheet-3.xlsx,,2026-07-30 08:24:53.428508,2026-08-01 02:32:45.580395,c10715ecfc2b1a724c33d242ce00a5967bff48a5a3bc5cdbefbc6d52bfc0e604,,,f,db,814,,,,,,,,
2271,3,113,,,1900-01-01,,6642.30,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""source"": ""retool_manifest_backfill"", ""coa_flag"": ""NEEDS-COA"", ""platform"": ""Drive Mate"", ""vendor_flag"": ""MATCHED"", ""date_unknown"": true, ""retool_status"": ""Auto-approved"", ""ingest_outcome"": ""no_file"", ""document_status"": ""NO_DOCUMENT""}, ""extraction"": {""currency"": ""AUD"", ""vendor_name"": ""Nova Smash Repairs"", ""total_amount"": 6642.3}, ""retool_ref"": {""source"": ""retool_manifest"", ""description"": ""Team: Claims & Security\n\nRego: 1ESG871\n\nAmount: $6,642.30\nInvoice number: 52185\nPay to: Third-party name: Nova Smash Repairs \n\nCharged to member: Yes/Guest: Jessica Gilbert $4,795.64 Invoice Number: F2A3B2D0-0006 and $2,632.84 Invoice Number: F2A3B2D0-0010\n\nReason for payment/credit: Repairer Invoice Payment \n\nBack office ticket number: 21336\n\nApproved by: Alex/Jake \n \nTicket/slack link on where this amount was approved: https://drivelahoperations.slack.com/archives/C0852K9FUKA/p1740452804690959"", ""finance_db_id"": ""24195"", ""sub_category_details"": ""Workshop payments""}, ""provisional_paid"": {""is_provisional_paid"": false}}",,f,,,,ingest:retool_backfill,,,2026-07-31 03:56:27.272342,2026-08-01 02:32:45.581,,,,f,,,,,,,,,,
354,3,361,,S113554/50,2026-03-31,2026-04-07,1025.12,0.00,AUD,,draft,2026-02-18,2026-03-31,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""platform"", ""extraction_error"": null, ""vendor_confidence"": 1.0, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""AUD"", ""due_date"": ""2026-04-07"", ""confidence"": 0.85, ""is_invoice"": true, ""tax_amount"": 93.19, ""description"": ""Vehicle storage and towing services for Toyota Yaris from 18 February 2026 to 31 March 2026."", ""vendor_name"": ""Auto Tow Nominees Pty Ltd"", ""invoice_date"": ""2026-03-31"", ""total_amount"": 1025.12, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""33 655 378 242"", ""invoice_number"": ""S113554/50"", ""subtotal_amount"": 931.93, ""service_period_end"": ""2026-03-31"", ""bill_to_entity_hint"": null, ""service_period_start"": ""2026-02-18"", ""suggested_coa_account"": ""6800""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""Auto Tow Nominees Pty Ltd"", ""amount"": 1025.12, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""AUD"", ""platform"": ""Drive mate"", ""closed_at"": ""2026-05-21T04:12:22.875Z"", ""created_at"": ""2026-04-15T08:15:54.635Z"", ""description"": ""Team: Claims & Security\nRego: 1DEQ016 \nAmount: $1025.12\nInvoice number: S113554/50\nPay to: Auto Tow Nominees Pty Ltd\nCharged to member: [Yes/Guest Arthur_vdsl Vandecasteele\nReason for payment/credit: additional storage cost \nBack office ticket number: 77124479\nApproved by: Alex\nTicket/slack link on where this amount was approved:https://drivelahoperations.slack.com/archives/C0852K9FUKA/p1775793950852679?thread_ts=1771384653.718729&cid=C0852K9FUKA"", ""sub_category"": ""Operational expenses"", ""finance_db_id"": 29959, ""sub_category_details"": ""Towing (Damage & Repossession cases)""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-05-21T04:12:22.875Z""}}",0.85,f,,,,ingest:retool_invoice,invoices/entity_3/2026/07/97ff32eeaf2f_1776240816624-Invoice-S113554_50-1.pdf,,2026-07-30 08:24:57.812408,2026-08-01 02:32:45.580396,f7e2b5d74a68766b1f482c5a2fa749b3ee29359f78d7fb24c74848d8dcb4e4e1,931.93,93.19,f,,814,,,,,,,,
355,2,55,,64091,2026-04-06,2026-04-30,800.00,0.00,SGD,5032,draft,2026-04-06,2026-04-06,f,,"{""recon"": {""coa_flag"": ""OK"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 1.0, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""SGD"", ""due_date"": null, ""confidence"": 0.95, ""is_invoice"": true, ""tax_amount"": null, ""description"": ""Automotive repair and maintenance services including 2K metallic paint touch-up and spare parts supply for Toyota Vios vehicle."", ""vendor_name"": ""Cheng Chuan Motor Services"", ""invoice_date"": ""2026-04-06"", ""total_amount"": 800.0, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""46588900W"", ""invoice_number"": ""64091"", ""subtotal_amount"": 800.0, ""service_period_end"": ""2026-04-06"", ""bill_to_entity_hint"": ""Drive lah Singapore Pte Ltd."", ""service_period_start"": ""2026-04-06"", ""suggested_coa_account"": ""6800""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""CHENG CHUAN MOTOR SERVICES"", ""amount"": 800, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Drive lah"", ""closed_at"": ""2026-05-19T03:15:51.513Z"", ""created_at"": ""2026-04-15T07:30:50.735Z"", ""description"": ""Team: Claims & Security\t\nREGO: SMX6873C\nAmount:\t$800\nInvoice Number: 64091\nPay To:\tCHENG CHUAN MOTOR SERVICES\nReason:\tPayment for the repairs on Dent and scrapes on the front left bumper and front left quarter panel, small cracked on the headlight\nCharged to Member:\t$2,180.00  + A452489B-0001\nBack Office Ticket Number:\t87427604\nApproved By: NA - within my limit\t\nTicket/Slack link on where this amount was approved: NA\t"", ""sub_category"": ""Insurance & Compliance"", ""finance_db_id"": 29957, ""sub_category_details"": ""Workshop payments""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-05-19T03:15:51.513Z""}}",0.95,f,,,,ingest:retool_invoice,invoices/entity_2/2026/07/091a5470545b_1776238213146-Invoice_16829243_140426125431.pdf,,2026-07-30 08:25:01.984134,2026-08-01 02:32:45.580396,c61656687046fd5604a8b4956c84ec63e86a7bf592431668d2bea008ee2b0d1d,800.00,,f,db,814,,,,,,,,
356,2,355,,SGIN26-217406,2026-04-01,2026-05-01,169.52,0.00,SGD,,draft,2026-03-01,2026-03-31,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.85, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""SGD"", ""due_date"": ""2026-05-01"", ""confidence"": 0.85, ""is_invoice"": true, ""tax_amount"": 14.0, ""description"": ""AWS cloud services including EC2, S3, RDS, VPC, Lambda, and other compute/storage/database services for March 2026."", ""vendor_name"": ""Amazon Web Services Singapore Private Limited"", ""invoice_date"": ""2026-04-01"", ""total_amount"": 169.52, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""201434292D"", ""invoice_number"": ""SGIN26-217406"", ""subtotal_amount"": 155.52, ""service_period_end"": ""2026-03-31"", ""bill_to_entity_hint"": ""Drive lah Singapore Pte Ltd"", ""service_period_start"": ""2026-03-01"", ""suggested_coa_account"": ""6700""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""AWS"", ""amount"": 169.52, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Central"", ""closed_at"": ""2026-04-15T08:50:06.785Z"", ""created_at"": ""2026-04-15T06:01:59.107Z"", ""description"": ""Tax Invoice is for the billing period March 1 - March 31, 2026 - Invoice: SGIN26-217406"", ""sub_category"": ""Technology & Software"", ""finance_db_id"": 29950, ""sub_category_details"": ""Software subscriptions""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-04-15T08:50:06.785Z""}}",0.85,f,,,,ingest:retool_invoice,invoices/entity_2/2026/07/2eba2ac7422c_1776232914534-SGIN26-217406.pdf,,2026-07-30 08:25:20.588947,2026-08-01 02:32:45.580397,759d229987b67fdbfb27c5eef4078058df33a050252522f6d79ff99e80720fa8,155.52,14.00,f,,814,,,,,,,,
357,2,355,,SGIN26-217404,2026-04-01,2026-05-01,11315.15,0.00,SGD,,draft,2026-03-01,2026-03-31,f,,"{""recon"": {""coa_flag"": ""NEEDS-COA"", ""vendor_flag"": ""MATCHED"", ""amount_match"": true, ""document_gate"": ""ok"", ""entity_source"": ""bill_to"", ""extraction_error"": null, ""vendor_confidence"": 0.85, ""currency_entity_flag"": false}, ""extraction"": {""currency"": ""SGD"", ""due_date"": ""2026-05-01"", ""confidence"": 0.95, ""is_invoice"": true, ""tax_amount"": 934.28, ""description"": ""AWS cloud infrastructure and services charges including compute (EC2, Lambda), database (RDS, DynamoDB), networking (VPC, CloudFront), and managed services for the billing period March 1-31, 2026."", ""vendor_name"": ""Amazon Web Services Singapore Private Limited"", ""invoice_date"": ""2026-04-01"", ""total_amount"": 11315.15, ""document_type"": ""tax_invoice"", ""vendor_tax_id"": ""201434292D"", ""invoice_number"": ""SGIN26-217404"", ""subtotal_amount"": 10380.87, ""service_period_end"": ""2026-03-31"", ""bill_to_entity_hint"": ""Drive lah Singapore Pte Ltd"", ""service_period_start"": ""2026-03-01"", ""suggested_coa_account"": ""6700""}, ""retool_ref"": {""type"": ""To be paid"", ""payee"": ""AWS"", ""amount"": 11315.15, ""status"": ""Closed"", ""trip_id"": """", ""category"": ""3rd party payment"", ""currency"": ""SGD"", ""platform"": ""Central"", ""closed_at"": ""2026-05-14T01:23:48.539Z"", ""created_at"": ""2026-04-15T06:00:42.538Z"", ""description"": ""March 1 - March 31, 2026 - Invoice: SGIN26-217404"", ""sub_category"": ""Technology & Software"", ""finance_db_id"": 29949, ""sub_category_details"": ""Software subscriptions""}, ""provisional_paid"": {""is_provisional_paid"": true, ""provisional_paid_at"": ""2026-05-14T01:23:48.539Z""}}",0.95,f,,,,ingest:retool_invoice,invoices/entity_2/2026/07/42af02e2bae2_1776232806490-SGIN26-217404.pdf,,2026-07-30 08:25:39.504208,2026-08-01 02:32:45.580397,3b13cad3a1798c43d7eb02b9158eec4ae94e237df10fa7d668f7ee74ee02d063,10380.87,934.28,f,,814,,,,,,,,
2292,3,78,,,1900-01-01,,3000.00,0.00,AUD,,draft,,,f,,"{""recon"": {""stub"": true, ""source"": ""retool_manifest_backfill"", ""coa_flag"": ""NEEDS-COA"", ""platform"": ""Drive mate"", ""vendor_flag"": ""MATCHED"", ""date_unknown"": true, ""retool_status"": ""Approved"", ""ingest_outcome"": ""no_file"", ""document_status"": ""NO_DOCUMENT""}, ""extraction"": {""currency"": ""AUD"", ""vendor_name"": ""GWS CHADSTONE PTY LTD"", ""total_amount"": 3000.0}, ""retool_ref"": {""source"": ""retool_manifest"", ""description"": ""Hi Z. Please pay workshop for excess | 2BU6BX. Thanks."", ""finance_db_id"": ""24097"", ""sub_category_details"": ""Workshop payments""}, ""provisional_paid"": {""is_provisional_paid"": false}}",,f,,,,ingest:retool_backfill,,,2026-07-31 03:56:29.534694,2026-08-01 02:32:45.581008,,,,f,,,,,,,,,,
