txn_id,date,amount,current_cp_id,description,matched_candidates
5707,2026-03-07,-213.64,405,DEBIT PURCHASE 05/03/26 xx-9628 Hubspot Singapore Ltd Sin RNB05ESND\4 Singapore ,405:Hubspot | 520:CPF
5716,2026-03-09,-38.46,468,DEBIT PURCHASE USD 29.00 07/03/26 xx-3136 XERO GLOBAL IN-6496536 WEL RNB05ESND\5,468:Xero | 520:CPF
5726,2026-03-11,-466.48,390,DEBIT PURCHASE 08/03/26 xx-8724 FACEBK *72PL2G5CY fb. RNB05ESND\6 Singapore doll,390:Facebook | 520:CPF
5753,2026-03-17,-57.0,302,DEBIT PURCHASE 15/03/26 xx-8724 INTUIT *QBooks Online SAN RNB05ESND\9 Singapore ,433:Quickbooks | 302:Intuit Quickbooks Sydney AU | 520:CPF
5779,2026-03-23,-184.98,427,DEBIT PURCHASE USD 139.60 20/03/26 xx-4180 OCTOPODS WHATSAPP COR RNB05ESND\12 Si,427:OCTOPODS | 520:CPF
5798,2026-03-26,-13.99,398,DEBIT PURCHASE 24/03/26 xx-8724 Google One SIN RNB05ESND\14 Singapore dollar dep,398:Google | 520:CPF
5807,2026-03-27,-85.08,462,"DEBIT PURCHASE USD 64.31 25/03/26 xx-7293 TYPEFORM, S.L. BAR RNB05ESND\15 Singap",462:Typeform | 520:CPF
5837,2026-04-05,-205.13,419,DEBIT PURCHASE USD 154.00 02/04/26 xx-6767 METABASE INC SPR RNB05ESND\2 Singapor,419:METABASE INC | 520:CPF
5895,2026-04-15,-35.96,301,DEBIT PURCHASE USD 27.29 13/04/26 xx-3180 OPENAI SAN RNB05ESND\8 Singapore dolla,520:CPF | 301:OPENAI (ChatGPT Subscription)
5914,2026-04-18,-36.0,301,DEBIT PURCHASE USD 27.38 15/04/26 xx-3180 OPENAI SAN RNB05ESND\10 Singapore doll,520:CPF | 301:OPENAI (ChatGPT Subscription)
5336,2026-01-17,-13.31,674,DEBIT PURCHASE USD 10.00 15/01/26 xx-3954 NGROK INC. SAN RNB05ESNC\11 Singapore ,674:NGROK | 520:CPF
5572,2026-02-18,-13.07,674,DEBIT PURCHASE USD 10.00 15/02/26 xx-3954 NGROK INC. SAN,674:NGROK | 520:CPF
5758,2026-03-18,-13.24,674,DEBIT PURCHASE USD 10.00 15/03/26 xx-3954 NGROK INC. SAN,674:NGROK | 520:CPF
5912,2026-04-18,-13.16,674,DEBIT PURCHASE USD 10.00 15/04/26 xx-3954 NGROK INC. SAN,674:NGROK | 520:CPF
6037,2026-05-18,-13.17,674,DEBIT PURCHASE USD 10.00 15/05/26 xx-3954 NGROK INC. SAN,674:NGROK | 520:CPF
6161,2026-06-18,-13.31,674,DEBIT PURCHASE USD 10.00 15/06/26 xx-3954 NGROK INC. SAN,674:NGROK | 520:CPF
6849,2026-01-30,3000.0,76,Direct Credit 650646 GLOBAL TRANSPORT /,76:GT insurance | 693:Global Transport & Automotive Insurance Solutions
5992,2026-05-06,199.34,520,PAYMENT/TRANSFER OTHR S$ G KARTHIGEYAN PayNow: Damage payment RNB05ESNC\3 Singap,571:Karthigeyan so pannerchelvam | 520:CPF
9918,2026-02-03,-1268.87,163,Sent money to Craig letters,163:Craig Anthony Letters | 696:Craig Letters
10715,2026-05-27,-3357.55,163,Sent money to Craig letters,163:Craig Anthony Letters | 696:Craig Letters
