drive_id,name,outcome,invoice_id,is_invoice,document_type,entity_id,entity_source,counterparty_id,vendor_flag,coa,duplicate_of,timestamp
Invoice_INVFR0339366.pdf,Invoice_INVFR0339366.pdf,covered,,,,,,,,,inv#1259,2026-07-30T23:45:53.750344
Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 33.pdf,Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 33.pdf,covered,,,,,,,,,inv#1429,2026-07-30T23:45:53.779414
PS Marrickville-Invoice 0000388.pdf,PS Marrickville-Invoice 0000388.pdf,not_invoice,,,other,,,,,,,2026-07-30T23:45:53.809702
78660.pdf,78660.pdf,covered,,,,,,,,,inv#934,2026-07-30T23:45:55.591170
2024-06-24 Invoice #3456 - Invoice.pdf,2024-06-24 Invoice #3456 - Invoice.pdf,stray_loaded,1625,True,invoice,3,bill_to,84,MATCHED,6104,,2026-07-30T23:45:55.617660
INV-01241 (3).pdf,INV-01241 (3).pdf,stray_loaded,1626,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-30T23:46:01.194457
SGIN25-71276.pdf,SGIN25-71276.pdf,covered,,,,,,,,,inv#1021,2026-07-30T23:46:07.404637
Drive Mate FTI00083345.pdf,Drive Mate FTI00083345.pdf,stray_loaded,1627,True,tax_invoice,3,bill_to,123,MATCHED,5033,,2026-07-30T23:46:07.435112
Melbourne Prestige - Invoice 199 - Storage.jpg,Melbourne Prestige - Invoice 199 - Storage.jpg,stray_loaded,1628,True,tax_invoice,3,bill_to,102,MATCHED,5032,,2026-07-30T23:46:22.818607
VH-PI-26-001150.pdf,VH-PI-26-001150.pdf,covered,,,,,,,,,inv#361,2026-07-30T23:46:30.979823
Copy of Nick_s invoices(1).pdf,Copy of Nick_s invoices(1).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:46:31.007935
Stephen Inner West Smash Repairs - Invoice 78655 (1).pdf,Stephen Inner West Smash Repairs - Invoice 78655 (1).pdf,covered,,,,,,,,,inv#981,2026-07-30T23:46:31.090425
1780708379432-INV-01289-1.pdf,1780708379432-INV-01289-1.pdf,covered,,,,,,,,,inv#297,2026-07-30T23:46:31.123738
Drive Lah Inv_369.pdf,Drive Lah Inv_369.pdf,covered,,,,,,,,,inv#1572,2026-07-30T23:46:31.152647
774LVR - Repo invoice.pdf,774LVR - Repo invoice.pdf,covered,,,,,,,,,inv#1246,2026-07-30T23:46:31.180663
Invoice_INVFR0232384.pdf,Invoice_INVFR0232384.pdf,covered,,,,,,,,,inv#1589,2026-07-30T23:46:31.209255
SGIN26-144223.pdf,SGIN26-144223.pdf,covered,,,,,,,,,inv#374,2026-07-30T23:46:31.238107
SGIN25-279114.pdf,SGIN25-279114.pdf,covered,,,,,,,,,inv#711,2026-07-30T23:46:31.268057
5123420472-04 Mar 2025 DN.pdf,5123420472-04 Mar 2025 DN.pdf,covered,,,,,,,,,inv#622,2026-07-30T23:46:31.295619
Nick_s invoices (16).pdf,Nick_s invoices (16).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:46:31.324686
VR Graphics Invoice March 2024 .pdf,VR Graphics Invoice March 2024 .pdf,covered,,,,,,,,,inv#1535,2026-07-30T23:46:31.355240
DM018.pdf,DM018.pdf,covered,,,,,,,,,inv#548,2026-07-30T23:46:31.385609
Invoice INV-3190625.pdf,Invoice INV-3190625.pdf,stray_loaded,1629,True,tax_invoice,3,bill_to,142,MATCHED,5030,,2026-07-30T23:46:31.416022
Invoice_02068_Sunrise_2024 (1).pdf,Invoice_02068_Sunrise_2024 (1).pdf,covered,,,,,,,,,inv#1135,2026-07-30T23:46:47.459047
Invoice INV-1482.pdf,Invoice INV-1482.pdf,covered,,,,,,,,,inv#1468,2026-07-30T23:46:47.487354
1776931756439-4035699_20260423_FEE-INVOICE.pdf,1776931756439-4035699_20260423_FEE-INVOICE.pdf,covered,,,,,,,,,inv#341,2026-07-30T23:46:47.517036
freetexttaxinvoice (1) (3).pdf,freetexttaxinvoice (1) (3).pdf,covered,,,,,,,,,inv#875,2026-07-30T23:46:47.545213
TOKIO (3).PNG,TOKIO (3).PNG,covered,,,,,,,,,inv#1011,2026-07-30T23:46:47.573976
FMS-DRIVE LAH-Invoice.pdf,FMS-DRIVE LAH-Invoice.pdf,covered,,,,,,,,,inv#1579,2026-07-30T23:46:47.602295
Excess Request YUU354.pdf,Excess Request YUU354.pdf,covered,,,,,,,,,inv#1037,2026-07-30T23:46:47.633005
Invoice_AAU194356.pdf,Invoice_AAU194356.pdf,covered,,,,,,,,,inv#475,2026-07-30T23:46:47.663341
Invoice_INVFR0294768.pdf,Invoice_INVFR0294768.pdf,covered,,,,,,,,,inv#1397,2026-07-30T23:46:47.693100
26.0044.pdf,26.0044.pdf,covered,,,,,,,,,inv#431,2026-07-30T23:46:47.720449
5123420472-04 Apr 2025 DN.pdf,5123420472-04 Apr 2025 DN.pdf,covered,,,,,,,,,inv#683,2026-07-30T23:46:47.749045
Excess Request (20).pdf,Excess Request (20).pdf,stray_loaded,1630,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:46:47.777991
illion Statement of Account - 391790 (1).PDF,illion Statement of Account - 391790 (1).PDF,covered,,,,,,,,,inv#1050,2026-07-30T23:47:04.024744
VAP813.pdf,VAP813.pdf,covered,,,,,,,,,inv#832,2026-07-30T23:47:04.052433
Invoice INV-6461.pdf,Invoice INV-6461.pdf,covered,,,,,,,,,inv#767,2026-07-30T23:47:04.080877
DM019.pdf,DM019.pdf,covered,,,,,,,,,inv#547,2026-07-30T23:47:04.110309
Invoice_INVFR0350919.pdf,Invoice_INVFR0350919.pdf,covered,,,,,,,,,inv#1176,2026-07-30T23:47:04.139398
_ INV0000283248.pdf,_ INV0000283248.pdf,stray_loaded,1631,True,tax_invoice,3,bill_to,509,MATCHED,5060,,2026-07-30T23:47:04.167597
Invoice_CON06348_INVSGP12227 (1).pdf,Invoice_CON06348_INVSGP12227 (1).pdf,covered,,,,,,,,,inv#1574,2026-07-30T23:47:17.366647
INV 505-INV25_28829 GBL1750A[1].pdf,INV 505-INV25_28829 GBL1750A[1].pdf,stray_loaded,1632,True,tax_invoice,2,bill_to,27,MATCHED,5001,,2026-07-30T23:47:17.395505
1777428078567-90275887_Fee-invoice-1.pdf,1777428078567-90275887_Fee-invoice-1.pdf,covered,,,,,,,,,inv#334,2026-07-30T23:47:21.530178
AR202412-000224.pdf,AR202412-000224.pdf,covered,,,,,,,,,inv#686,2026-07-30T23:47:21.557081
INV02329104_A00062140_01032025.pdf,INV02329104_A00062140_01032025.pdf,covered,,,,,,,,,inv#1013,2026-07-30T23:47:21.581197
Excess Request (5).pdf,Excess Request (5).pdf,covered,,,,,,,,,inv#1217,2026-07-30T23:47:21.605479
Invoice B24030100133.pdf,Invoice B24030100133.pdf,covered,,,,,,,,,inv#1423,2026-07-30T23:47:21.635411
WhatsApp Image 2024-07-01 at 12.53.01.jpeg,WhatsApp Image 2024-07-01 at 12.53.01.jpeg,covered,,,,,,,,,inv#1444,2026-07-30T23:47:21.665265
BCF33H_FEE INVOICE.pdf,BCF33H_FEE INVOICE.pdf,covered,,,,,,,,,inv#1046,2026-07-30T23:47:21.693224
Screenshot 2025-08-04 at 10.07.52 AM.png,Screenshot 2025-08-04 at 10.07.52 AM.png,covered,,,,,,,,,inv#657,2026-07-30T23:47:21.716710
1RS2TN repair invoice.jpg,1RS2TN repair invoice.jpg,covered,,,,,,,,,inv#906,2026-07-30T23:47:21.746782
570012529(Drivelah Subscription fee 10.2024) (1).pdf,570012529(Drivelah Subscription fee 10.2024) (1).pdf,covered,,,,,,,,,inv#1251,2026-07-30T23:47:21.775384
DOC-20240205-WA0000..pdf,DOC-20240205-WA0000..pdf,not_invoice,1633,False,receipt,1,default,,QUARANTINE,,,2026-07-30T23:47:21.803876
Bris Towing Call Out Fee.pdf,Bris Towing Call Out Fee.pdf,covered,,,,,,,,,inv#807,2026-07-30T23:47:36.943312
DRIVE MATE AUSTRALIA PTY LTD FTI00090951.pdf,DRIVE MATE AUSTRALIA PTY LTD FTI00090951.pdf,covered,,,,,,,,,inv#943,2026-07-30T23:47:36.971612
Motor Vehicle Fleet (January) Invoice 227030 - DRIVELA.pdf,Motor Vehicle Fleet (January) Invoice 227030 - DRIVELA.pdf,covered,,,,,,,,,inv#995,2026-07-30T23:47:36.999443
IMG_5373 (1).jpg,IMG_5373 (1).jpg,covered,,,,,,,,,inv#1202,2026-07-30T23:47:37.029396
Invoice_CBMI26020005.pdf,Invoice_CBMI26020005.pdf,covered,,,,,,,,,inv#459,2026-07-30T23:47:37.058537
INV2024-FLT0001-HYUNDAI ELANTRA-SMC7513A-17062024.pdf,INV2024-FLT0001-HYUNDAI ELANTRA-SMC7513A-17062024.pdf,covered,,,,,,,,,inv#1453,2026-07-30T23:47:37.086913
Invoice_INVFR0242426 (2).pdf,Invoice_INVFR0242426 (2).pdf,covered,,,,,,,,,inv#1571,2026-07-30T23:47:37.116494
invoice-to-DriveLah-Apr-May2025.pdf,invoice-to-DriveLah-Apr-May2025.pdf,covered,,,,,,,,,inv#835,2026-07-30T23:47:37.143196
INV00014598 (2).pdf,INV00014598 (2).pdf,covered,,,,,,,,,inv#859,2026-07-30T23:47:37.170454
SHARPS Invoice 72449.pdf,SHARPS Invoice 72449.pdf,covered,,,,,,,,,inv#1085,2026-07-30T23:47:37.198058
5123420472-04 Jun 2025 DN.pdf,5123420472-04 Jun 2025 DN.pdf,stray_loaded,1634,True,tax_invoice,2,bill_to,,QUARANTINE,,,2026-07-30T23:47:37.227386
Invoice_CON10093_INVSGP13464.pdf,Invoice_CON10093_INVSGP13464.pdf,covered,,,,,,,,,inv#549,2026-07-30T23:47:53.263594
YQJ90C_Fee invoice.pdf,YQJ90C_Fee invoice.pdf,covered,,,,,,,,,inv#1048,2026-07-30T23:47:53.291117
SG-JCS-057187.pdf,SG-JCS-057187.pdf,covered,,,,,,,,,inv#1436,2026-07-30T23:47:53.320498
Invoice INV-3690.pdf,Invoice INV-3690.pdf,covered,,,,,,,,,inv#1328,2026-07-30T23:47:53.348993
30044868 DRILC 0002.pdf,30044868 DRILC 0002.pdf,covered,,,,,,,,,inv#970,2026-07-30T23:47:53.377913
PS Marrickville-Invoice 0000352 (1).pdf,PS Marrickville-Invoice 0000352 (1).pdf,covered,,,,,,,,,inv#1112,2026-07-30T23:47:53.405176
Invoice_INVFR0409216.pdf,Invoice_INVFR0409216.pdf,covered,,,,,,,,,inv#813,2026-07-30T23:47:53.435005
Illion.PNG,Illion.PNG,covered,,,,,,,,,inv#1399,2026-07-30T23:47:53.459208
Assessment fee 1EFH077.pdf,Assessment fee 1EFH077.pdf,covered,,,,,,,,,inv#1033,2026-07-30T23:47:53.486062
Lloyd 5634.jpg,Lloyd 5634.jpg,covered,,,,,,,,,inv#1069,2026-07-30T23:47:53.514275
AAAC Towing Inv. INV-57005 1IEC820 250108.pdf,AAAC Towing Inv. INV-57005 1IEC820 250108.pdf,covered,,,,,,,,,inv#1137,2026-07-30T23:47:53.542742
1776134947344-4030163_20260330_FEE-INVOICE.pdf,1776134947344-4030163_20260330_FEE-INVOICE.pdf,covered,,,,,,,,,inv#360,2026-07-30T23:47:53.571596
Rohde Smash Repairs Invoice - XZL013.jpg,Rohde Smash Repairs Invoice - XZL013.jpg,covered,,,,,,,,,inv#782,2026-07-30T23:47:53.601701
5123420472-02 DN Jan 2024.pdf,5123420472-02 DN Jan 2024.pdf,covered,,,,,,,,,inv#1500,2026-07-30T23:47:53.628244
5656.jpg,5656.jpg,covered,,,,,,,,,inv#1026,2026-07-30T23:47:53.658771
Invoice_INVFR0373734.pdf,Invoice_INVFR0373734.pdf,covered,,,,,,,,,inv#1038,2026-07-30T23:47:53.688960
INV00084370_A00002537_03062024.pdf,INV00084370_A00002537_03062024.pdf,covered,,,,,,,,,inv#1401,2026-07-30T23:47:53.718544
1776212387060-84506112_Fee-invoice.pdf,1776212387060-84506112_Fee-invoice.pdf,covered,,,,,,,,,inv#359,2026-07-30T23:47:53.746393
Drivemate Invoice FT00000012 Dec25 Unpaid (1).pdf,Drivemate Invoice FT00000012 Dec25 Unpaid (1).pdf,duplicate,,,,,,,,,inv#737,2026-07-30T23:47:53.775880
Excess Letter _ FLE0015945_20250917010612.pdf,Excess Letter _ FLE0015945_20250917010612.pdf,not_invoice,1636,False,letter,3,bill_to,342,MATCHED,,,2026-07-30T23:48:07.930083
Screenshot 2024-03-25 at 4.06.34 PM.png,Screenshot 2024-03-25 at 4.06.34 PM.png,covered,,,,,,,,,inv#1540,2026-07-30T23:48:23.534495
BKK64H LH Rear Scrape.pdf,BKK64H LH Rear Scrape.pdf,covered,,,,,,,,,inv#961,2026-07-30T23:48:23.563903
INV 404-INV24-23651 GBL1750A.pdf,INV 404-INV24-23651 GBL1750A.pdf,covered,,,,,,,,,inv#1523,2026-07-30T23:48:23.592427
Estimate_1255421 (1) (2).pdf,Estimate_1255421 (1) (2).pdf,covered,,,,,,,,,inv#684,2026-07-30T23:48:23.624597
117KX4 - J&D Invoice 13704- $3523.85.pdf,117KX4 - J&D Invoice 13704- $3523.85.pdf,covered,,,,,,,,,inv#1074,2026-07-30T23:48:23.654239
30044875 DRILC 0001.pdf,30044875 DRILC 0001.pdf,covered,,,,,,,,,inv#1186,2026-07-30T23:48:23.684441
25.0363.pdf,25.0363.pdf,covered,,,,,,,,,inv#505,2026-07-30T23:48:23.713772
Screenshot 2024-01-31 092101.png,Screenshot 2024-01-31 092101.png,covered,,,,,,,,,inv#1583,2026-07-30T23:48:23.742665
PS Marrickville-Invoice 0000374 (1).pdf,PS Marrickville-Invoice 0000374 (1).pdf,covered,,,,,,,,,inv#755,2026-07-30T23:48:23.771625
IMG_1482.PNG,IMG_1482.PNG,covered,,,,,,,,,inv#797,2026-07-30T23:48:23.802133
Excess Request (16).pdf,Excess Request (16).pdf,stray_loaded,1637,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:48:23.828103
570012532(Drivelah Subscription fee 01.2025) (1).pdf,570012532(Drivelah Subscription fee 01.2025) (1).pdf,covered,,,,,,,,,inv#1068,2026-07-30T23:48:39.469633
uh2tspew4zvibykvst6n.pdf,uh2tspew4zvibykvst6n.pdf,not_invoice,1638,False,quotation,2,bill_to,,QUARANTINE,,,2026-07-30T23:48:39.497438
FTI00092086 (2).pdf,FTI00092086 (2).pdf,covered,,,,,,,,,inv#889,2026-07-30T23:48:54.854979
30046376 DRILC 0003.pdf,30046376 DRILC 0003.pdf,covered,,,,,,,,,inv#847,2026-07-30T23:48:54.883113
00958726_20241121_122936 (1).pdf,00958726_20241121_122936 (1).pdf,covered,,,,,,,,,inv#1292,2026-07-30T23:48:54.910524
TaxInvoice-P-33E-1719962981-1719965641 (1).pdf,TaxInvoice-P-33E-1719962981-1719965641 (1).pdf,covered,,,,,,,,,inv#1442,2026-07-30T23:48:54.941885
Motor Vehicle Fleet Invoice 227014 - DRIVELA.pdf,Motor Vehicle Fleet Invoice 227014 - DRIVELA.pdf,covered,,,,,,,,,inv#576,2026-07-30T23:48:54.975087
New Claim Acknowledgement (5).pdf,New Claim Acknowledgement (5).pdf,covered,,,,,,,,,inv#1162,2026-07-30T23:48:55.004503
invoice-to-DriveLah-Sep2024 (1).pdf,invoice-to-DriveLah-Sep2024 (1).pdf,covered,,,,,,,,,inv#1368,2026-07-30T23:48:55.034810
SOA-000A7-DECEMBER -DRIVELAH.pdf,SOA-000A7-DECEMBER -DRIVELAH.pdf,covered,,,,,,,,,inv#1178,2026-07-30T23:48:55.064024
Invoice_INVFR0589038.pdf,Invoice_INVFR0589038.pdf,covered,,,,,,,,,inv#244,2026-07-30T23:48:55.092774
VR Graphics Invoice May 2024.pdf,VR Graphics Invoice May 2024.pdf,covered,,,,,,,,,inv#1485,2026-07-30T23:48:55.122473
Rego 1GRM421 FEE INVOICE (1).pdf,Rego 1GRM421 FEE INVOICE (1).pdf,covered,,,,,,,,,inv#696,2026-07-30T23:48:55.149360
SJR4378X-INV-6912dc59f9b99292e8c189ff-JULIE.pdf,SJR4378X-INV-6912dc59f9b99292e8c189ff-JULIE.pdf,covered,,,,,,,,,inv#567,2026-07-30T23:48:55.177275
EXCESS INVOICE SKV4015K.pdf,EXCESS INVOICE SKV4015K.pdf,covered,,,,,,,,,inv#1340,2026-07-30T23:48:55.207116
New Claim Acknowledgement (2) (1).pdf,New Claim Acknowledgement (2) (1).pdf,covered,,,,,,,,,inv#1312,2026-07-30T23:48:55.237117
SOA DRIVELAH $80 Sep2025 (1).pdf,SOA DRIVELAH $80 Sep2025 (1).pdf,not_invoice,1639,False,statement,2,bill_to,,QUARANTINE,,,2026-07-30T23:48:55.267463
Invoice_INVFR0521413.pdf,Invoice_INVFR0521413.pdf,covered,,,,,,,,,inv#432,2026-07-30T23:49:11.194599
Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-10-03.pdf,Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-10-03.pdf,covered,,,,,,,,,inv#1349,2026-07-30T23:49:11.220555
image (1) (19).png,image (1) (19).png,covered,,,,,,,,,inv#863,2026-07-30T23:49:11.250857
TOKIO.PNG,TOKIO.PNG,covered,,,,,,,,,inv#1011,2026-07-30T23:49:11.278729
Screenshot 2025-08-04 at 10.42.27 AM.png,Screenshot 2025-08-04 at 10.42.27 AM.png,covered,,,,,,,,,inv#653,2026-07-30T23:49:11.309251
Invoice-FDD2C2B-0008.pdf,Invoice-FDD2C2B-0008.pdf,covered,,,,,,,,,inv#392,2026-07-30T23:49:11.337969
1029764  - 391790.PDF,1029764  - 391790.PDF,covered,,,,,,,,,inv#991,2026-07-30T23:49:11.365936
2384 (1).pdf,2384 (1).pdf,covered,,,,,,,,,inv#1180,2026-07-30T23:49:11.394243
SMV529Y - Repair Invoice (1).pdf,SMV529Y - Repair Invoice (1).pdf,covered,,,,,,,,,inv#758,2026-07-30T23:49:11.423575
WhatsApp Image 2024-12-12 at 13.19.45.jpeg,WhatsApp Image 2024-12-12 at 13.19.45.jpeg,covered,,,,,,,,,inv#1187,2026-07-30T23:49:11.453087
1777429110843-93689563_Fee-invoice.pdf,1777429110843-93689563_Fee-invoice.pdf,covered,,,,,,,,,inv#333,2026-07-30T23:49:11.480869
New Claim Acknowledgement BPF24E.pdf,New Claim Acknowledgement BPF24E.pdf,covered,,,,,,,,,inv#1129,2026-07-30T23:49:11.510831
"DI55HJ - Top Dents Invoice 731- $3,583.65.png","DI55HJ - Top Dents Invoice 731- $3,583.65.png",covered,,,,,,,,,inv#1079,2026-07-30T23:49:11.540314
INV-01279-1.pdf,INV-01279-1.pdf,covered,,,,,,,,,inv#472,2026-07-30T23:49:11.567789
1780014008704-Tax-Invoice-2472.pdf,1780014008704-Tax-Invoice-2472.pdf,covered,,,,,,,,,inv#302,2026-07-30T23:49:11.594452
INVOICE_24.1362_from_ACE Administration Services Pty Ltd.pdf,INVOICE_24.1362_from_ACE Administration Services Pty Ltd.pdf,covered,,,,,,,,,inv#1376,2026-07-30T23:49:11.623237
FINV6975.pdf,FINV6975.pdf,covered,,,,,,,,,inv#523,2026-07-30T23:49:11.650824
AU-MRKV030650DD TaxInvoice.pdf,AU-MRKV030650DD TaxInvoice.pdf,covered,,,,,,,,,inv#1160,2026-07-30T23:49:11.686982
Screenshot 2025-08-04 at 10.12.13 AM.png,Screenshot 2025-08-04 at 10.12.13 AM.png,covered,,,,,,,,,inv#656,2026-07-30T23:49:11.717206
SGIN25-3002 (1).pdf,SGIN25-3002 (1).pdf,covered,,,,,,,,,inv#1025,2026-07-30T23:49:11.747432
5123420472-04 Mar 2025 DN (1).pdf,5123420472-04 Mar 2025 DN (1).pdf,covered,,,,,,,,,inv#622,2026-07-30T23:49:11.774774
VH-PI-25-005110.pdf,VH-PI-25-005110.pdf,covered,,,,,,,,,inv#538,2026-07-30T23:49:11.798330
Recovery letter.pdf,Recovery letter.pdf,covered,,,,,,,,,inv#1421,2026-07-30T23:49:11.829128
IVC00111095.pdf,IVC00111095.pdf,covered,,,,,,,,,inv#1550,2026-07-30T23:49:11.858477
Aircall.pdf,Aircall.pdf,covered,,,,,,,,,inv#647,2026-07-30T23:49:11.886582
TAX INVOICE DM014 - JONATHON COX - 1HZB906 (31.07.25).pdf,TAX INVOICE DM014 - JONATHON COX - 1HZB906 (31.07.25).pdf,covered,,,,,,,,,inv#663,2026-07-30T23:49:11.918920
Invoice_CON10093_INVSGP13261.pdf,Invoice_CON10093_INVSGP13261.pdf,covered,,,,,,,,,inv#724,2026-07-30T23:49:11.948949
AU-MRKV0337605E TaxInvoice.pdf,AU-MRKV0337605E TaxInvoice.pdf,stray_loaded,1640,True,tax_invoice,3,bill_to,117,MATCHED,5066,,2026-07-30T23:49:11.978240
25.0202.pdf,25.0202.pdf,covered,,,,,,,,,inv#681,2026-07-30T23:49:28.358416
Excess Request (9).pdf,Excess Request (9).pdf,covered,,,,,,,,,inv#1196,2026-07-30T23:49:28.386545
Excess Request_ffKxN8TJ_20260121_102243 (1) (1).pdf,Excess Request_ffKxN8TJ_20260121_102243 (1) (1).pdf,duplicate,,,,,,,,,inv#478,2026-07-30T23:49:28.415527
Invoice INV-3190592.pdf,Invoice INV-3190592.pdf,covered,,,,,,,,,inv#786,2026-07-30T23:49:44.134580
1772271509067-invoice-to-DriveLah-Feb2026.pdf,1772271509067-invoice-to-DriveLah-Feb2026.pdf,covered,,,,,,,,,inv#424,2026-07-30T23:49:44.164838
SGIN25-71274.pdf,SGIN25-71274.pdf,covered,,,,,,,,,inv#1022,2026-07-30T23:49:44.193724
00006665.pdf,00006665.pdf,covered,,,,,,,,,inv#688,2026-07-30T23:49:44.223394
EBGI-3520631-4455812-1715330691124_EBAOGICLM_SLET_MT.pdf,EBGI-3520631-4455812-1715330691124_EBAOGICLM_SLET_MT.pdf,covered,,,,,,,,,inv#1494,2026-07-30T23:49:44.253163
Copy of Nick_s invoices (1)(3).pdf,Copy of Nick_s invoices (1)(3).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:49:44.281021
TAX INVOICE DM003 - BROCKMAN -  1EQZ501 (22.10.24).pdf,TAX INVOICE DM003 - BROCKMAN -  1EQZ501 (22.10.24).pdf,covered,,,,,,,,,inv#1332,2026-07-30T23:49:44.311883
Invoice_01970_September 2024 (1).pdf,Invoice_01970_September 2024 (1).pdf,covered,,,,,,,,,inv#1134,2026-07-30T23:49:44.342274
2025-05-28 Invoice #3466 - Invoice.pdf,2025-05-28 Invoice #3466 - Invoice.pdf,covered,,,,,,,,,inv#809,2026-07-30T23:49:44.370752
Invoice - 6807005d42431ccbe8a9d13c.pdf,Invoice - 6807005d42431ccbe8a9d13c.pdf,covered,,,,,,,,,inv#878,2026-07-30T23:49:44.400321
227KS4 - J&D - Invoice 14482.pdf,227KS4 - J&D - Invoice 14482.pdf,duplicate,,,,,,,,,inv#771,2026-07-30T23:49:44.429770
570012530(Drivelah Subscription fee 11.2024) (1).pdf,570012530(Drivelah Subscription fee 11.2024) (1).pdf,covered,,,,,,,,,inv#1252,2026-07-30T23:49:59.812558
INV_2024_02_0008.pdf,INV_2024_02_0008.pdf,covered,,,,,,,,,inv#1565,2026-07-30T23:49:59.842358
Invoice- 00051290.png,Invoice- 00051290.png,stray_loaded,1643,True,tax_invoice,3,bill_to,651,MATCHED,5032,,2026-07-30T23:49:59.871552
656XGQ - New Claim Acknowledgement (1).pdf,656XGQ - New Claim Acknowledgement (1).pdf,covered,,,,,,,,,inv#956,2026-07-30T23:50:13.135531
Invoice-B4427726-0005.pdf,Invoice-B4427726-0005.pdf,covered,,,,,,,,,inv#1097,2026-07-30T23:50:13.163491
18498498_Fee invoice (1) (1).pdf,18498498_Fee invoice (1) (1).pdf,covered,,,,,,,,,inv#633,2026-07-30T23:50:13.191726
INV-01265.pdf,INV-01265.pdf,stray_loaded,1644,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-30T23:50:13.222935
AU-MRKV0316828C TaxInvoice (AU-MRKV0300291D) (1).pdf,AU-MRKV0316828C TaxInvoice (AU-MRKV0300291D) (1).pdf,covered,,,,,,,,,inv#600,2026-07-30T23:50:19.076987
Invoice INV-0156 (1).pdf,Invoice INV-0156 (1).pdf,covered,,,,,,,,,inv#935,2026-07-30T23:50:19.105582
1ZL2LU - Melbourne Prestige Invoice 132- $363.pdf,1ZL2LU - Melbourne Prestige Invoice 132- $363.pdf,covered,,,,,,,,,inv#1149,2026-07-30T23:50:19.136443
47348_FEE INVOICE.pdf,47348_FEE INVOICE.pdf,covered,,,,,,,,,inv#988,2026-07-30T23:50:19.165791
WhatsApp Image 2024-12-21 at 03.16.06.jpeg,WhatsApp Image 2024-12-21 at 03.16.06.jpeg,covered,,,,,,,,,inv#1230,2026-07-30T23:50:19.194644
SNL375P Invoice.pdf,SNL375P Invoice.pdf,covered,,,,,,,,,inv#802,2026-07-30T23:50:19.224804
Invoice_260073_from_ACE.pdf,Invoice_260073_from_ACE.pdf,stray_loaded,1645,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-30T23:50:19.251596
New Claim Acknowledgement YJE23K.pdf,New Claim Acknowledgement YJE23K.pdf,covered,,,,,,,,,inv#1128,2026-07-30T23:50:34.483269
Statement for DRIVE LAH AUSTRALIA PTY LTD  As At 09Dec2024.pdf,Statement for DRIVE LAH AUSTRALIA PTY LTD  As At 09Dec2024.pdf,covered,,,,,,,,,inv#1263,2026-07-30T23:50:34.511375
5227153_Fee invoice.pdf,5227153_Fee invoice.pdf,covered,,,,,,,,,inv#891,2026-07-30T23:50:34.539908
Excess Letter.jpeg,Excess Letter.jpeg,covered,,,,,,,,,inv#730,2026-07-30T23:50:34.569868
250909 - CP Invoice - Drive Lah Australia.pdf,250909 - CP Invoice - Drive Lah Australia.pdf,stray_loaded,1646,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:50:34.598618
Invoice INV-4354 (1).pdf,Invoice INV-4354 (1).pdf,duplicate,,,,,,,,,inv#1073,2026-07-30T23:50:51.882795
Invoice 2507 (1).pdf,Invoice 2507 (1).pdf,covered,,,,,,,,,inv#918,2026-07-30T23:50:58.424308
Invoice INV-6209 (1).pdf,Invoice INV-6209 (1).pdf,covered,,,,,,,,,inv#972,2026-07-30T23:50:58.452859
Drive Lah Inv_250.pdf,Drive Lah Inv_250.pdf,not_invoice,,False,other,,,,,,,2026-07-30T23:50:58.483001
25.0305.pdf,25.0305.pdf,covered,,,,,,,,,inv#503,2026-07-30T23:51:00.313437
Invoice_250384_from_ACE.pdf,Invoice_250384_from_ACE.pdf,stray_loaded,1648,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-30T23:51:00.340551
AU-MRKV032496C1 TaxInvoice.pdf,AU-MRKV032496C1 TaxInvoice.pdf,covered,,,,,,,,,inv#589,2026-07-30T23:51:15.324621
Ilya - INV-01253.pdf,Ilya - INV-01253.pdf,stray_loaded,1649,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-30T23:51:15.352847
7175 Invoice_RMI25100001_DRIVE LAH PTE LTD (1).pdf,7175 Invoice_RMI25100001_DRIVE LAH PTE LTD (1).pdf,not_invoice,1650,False,other,2,currency,,QUARANTINE,,,2026-07-30T23:51:21.613472
Repair Bill 2AR8WN.jpeg,Repair Bill 2AR8WN.jpeg,covered,,,,,,,,,inv#1258,2026-07-30T23:51:38.074789
Invoice 2217.pdf,Invoice 2217.pdf,covered,,,,,,,,,inv#1165,2026-07-30T23:51:38.101531
image (16).png,image (16).png,covered,,,,,,,,,inv#1519,2026-07-30T23:51:38.132767
