finance_db_id,payee,amount,currency,retool_status,platform,outcome,invoice_id,duplicate_of,dup_reason,is_invoice,document_type,entity_id,entity_source,currency_entity_flag,counterparty_id,vendor_flag,coa,run_id,timestamp
22824,Mobile Tyre Legends,600,AUD,Closed,Drive mate,error,,,unknown url type: 'c563b64a-b0b9-457c-afd6-04068d1e67f2',,,,,,,,,814,2026-07-30T09:17:54.651844
22786,Focussed Assessing,220,AUD,Closed,Drive mate,error,,,unknown url type: 'c3574f0e-53e3-40ae-a5b1-4804201bd77a',,,,,,,,,814,2026-07-30T09:17:54.651856
22772,Abdul Saaqib,3000,AUD,Closed,Drive Mate,error,,,unknown url type: '41c738d4-9ae0-4aa3-985a-c7549ce4ead7',,,,,,,,,814,2026-07-30T09:17:54.651868
22760,2020 Spray Painting Pte Ltd,2350,SGD,Closed,Drive Lah,error,,,unknown url type: 'a413fe76-23fd-474e-be99-8ae0e9a572e9',,,,,,,,,814,2026-07-30T09:17:54.651880
22741,Illion,2316.6,AUD,Closed,Drive mate,error,,,unknown url type: '96f3ebed-da43-4e7a-869f-39924db499fe',,,,,,,,,814,2026-07-30T09:17:54.651892
22725,Anytime Towing Company,473,AUD,Closed,Drive mate,error,,,unknown url type: '84fe3279-546f-4f93-82ff-16d3483fe2e4',,,,,,,,,814,2026-07-30T09:17:54.651905
22696,Rohde Smash Repairs,1182.5,AUD,Closed,Drive mate,error,,,unknown url type: 'a738eb61-c1b6-46b7-911f-16ef06ea2b6e',,,,,,,,,814,2026-07-30T09:17:54.651926
22674,AWS,164.74,SGD,Closed,Drive lah,error,,,unknown url type: '0614cebf-cea5-4269-9406-0338008bcc21',,,,,,,,,814,2026-07-30T09:17:54.651939
22673,Melbourne Prestige Centre,5000,AUD,Closed,Drive mate,error,,,unknown url type: '6d930db2-ee5a-4271-9c97-a39f032fc252',,,,,,,,,814,2026-07-30T09:17:54.651953
22665,Focussed Assessing,165,AUD,Closed,Drive mate,error,,,unknown url type: '3685d110-eeae-47fe-abd6-e5bd7ef8c0f6',,,,,,,,,814,2026-07-30T09:17:54.651966
22625,VALUE CARE,1517,USD,Closed,Central,error,,,unknown url type: 'b0c1221d-a0d5-4929-be46-4a06b33a0dfc',,,,,,,,,814,2026-07-30T09:17:54.651978
22606,Bris Towing,660,AUD,Auto-approved,Drive Mate,error,,,unknown url type: 'f41d27dc-aef1-4f2b-940c-7b955d27249b',,,,,,,,,814,2026-07-30T09:17:54.651990
22595,SHARPS AUSTRALIA PTY LTD,427.35,AUD,Closed,Drive mate,error,,,unknown url type: 'daf02026-9f2b-4f0f-aa06-2a14102a2104',,,,,,,,,814,2026-07-30T09:17:54.652002
22573,Fixed lah,500,SGD,Closed,Drive lah,error,,,unknown url type: '223b22b0-3e92-4479-8795-5b7f61e304ee',,,,,,,,,814,2026-07-30T09:17:54.652014
22567,ONFIDO,4748.6,USD,Closed,Central,error,,,unknown url type: '9d19c7e6-1129-42b4-a4c4-46506c0d76e6',,,,,,,,,814,2026-07-30T09:17:54.652026
22562,KORE WIRELESS,350.7,USD,Closed,Central,error,,,unknown url type: '7fa50416-fe11-4671-9e86-37a54efeca1a',,,,,,,,,814,2026-07-30T09:17:54.652038
22531,AIRCALL,2988.08,USD,Closed,Central,error,,,unknown url type: '1bb53a03-28e3-49b3-92d0-c51f2b6b5ae7',,,,,,,,,814,2026-07-30T09:17:54.652051
22527,Intercom,854.19,USD,Closed,Central,error,,,unknown url type: '87cc9faa-c3fd-4602-8e2b-05182db0a6ed',,,,,,,,,814,2026-07-30T09:17:54.652063
22524,Tokio Marine,12688.15,SGD,Closed,Drive lah,error,,,unknown url type: '044d843e-d5e3-4457-8c46-ce2b29d4396c',,,,,,,,,814,2026-07-30T09:17:54.652075
22523,Tokio Marine,10898.91,SGD,Closed,Drive lah,error,,,unknown url type: '35b37cd5-3638-4e60-b660-4d3cf517b3b0',,,,,,,,,814,2026-07-30T09:17:54.652088
22522,Tokio Marine,10902.18,SGD,Closed,Drive lah,error,,,unknown url type: 'a9032b3c-637e-4010-9eaf-d6246f21fa10',,,,,,,,,814,2026-07-30T09:17:54.652100
22521,Tokio Marine,21057.71,SGD,Closed,Drive lah,error,,,unknown url type: 'e19ff8ff-ff83-4af1-80a3-25afca7758ea',,,,,,,,,814,2026-07-30T09:17:54.652113
22519,Tokio Marine,15857.87,SGD,Closed,Drive lah,error,,,unknown url type: '7e6a8c76-b672-4b58-83b9-84d0434a144b',,,,,,,,,814,2026-07-30T09:17:54.652125
22518,Tokio Marine,20931.82,SGD,Closed,Drive Lah,error,,,unknown url type: 'a9ce87e2-1544-4acd-a90c-5fd7ca84d942',,,,,,,,,814,2026-07-30T09:17:54.652137
22516,Tokio Marine,13787.96,SGD,Closed,Drive lah,error,,,unknown url type: 'ce8f3572-3c9b-4b28-8d78-33987e5159ff',,,,,,,,,814,2026-07-30T09:17:54.652150
22515,Tokio Marine,15808.82,SGD,Closed,Drive lah,error,,,unknown url type: '79b15903-b1cb-42ea-a5f4-80ff61b23f8f',,,,,,,,,814,2026-07-30T09:17:54.652163
22514,Tokio Marine,19050.48,SGD,Closed,Drive lah,error,,,unknown url type: '41bc0324-7a72-4cd0-9485-18c1e7cddba3',,,,,,,,,814,2026-07-30T09:17:54.652175
22512,Tokio Marine,16031.8,SGD,Closed,Drive lah,error,,,unknown url type: '34c7abce-37da-4a79-8102-e1f2d995a9ff',,,,,,,,,814,2026-07-30T09:17:54.652188
22481,Fixed Lah,705,SGD,Closed,Drive lah,error,,,unknown url type: 'edae0f16-6f37-4655-a3cd-ca24d43d637a',,,,,,,,,814,2026-07-30T09:17:54.652200
22467,GT Insurance,2000,AUD,Closed,Drive mate,error,,,unknown url type: 'fbaaa743-c2b6-489d-8075-92dedd95b7b7',,,,,,,,,814,2026-07-30T09:17:54.652212
22464,Fixed Lah,3750,SGD,Closed,Drive lah,error,,,unknown url type: 'c7e98c56-4fc5-40b4-a2ce-1f892c747bfb',,,,,,,,,814,2026-07-30T09:17:54.652224
22461,Abwin Leasing,1526,SGD,Closed,Drive lah,error,,,unknown url type: 'b9e3a2ca-3dc2-4516-87c2-ea77654e443e',,,,,,,,,814,2026-07-30T09:17:54.652236
22441,NORMAN CHAN,924,AUD,Closed,Drive mate,error,,,unknown url type: '290f7e83-dba6-4b77-b6da-c796873419c7',,,,,,,,,814,2026-07-30T09:17:54.652248
22438,Stephen Inner West Smash Repairs,2200,AUD,Closed,Drive mate,error,,,unknown url type: 'b8a650c3-9c5b-44c5-88ea-c728b833aeb5',,,,,,,,,814,2026-07-30T09:17:54.652261
22433,Stephen Inner West Smash Repairs Pty Ltd,1843.6,AUD,Closed,Drive Mate,error,,,unknown url type: '6fbed9d1-2344-4627-b48e-acb8dd33bc44',,,,,,,,,814,2026-07-30T09:17:54.652273
22430,Stephen Inner West Smash Repairs,3575,AUD,Closed,Drive mate,error,,,unknown url type: '7f7bdc89-4c6b-4655-b141-ef4526cb0a02',,,,,,,,,814,2026-07-30T09:17:54.652286
22408,Towlah,40,SGD,Closed,Drive lah,error,,,unknown url type: 'b4dc4524-b925-49fb-a5fe-cda77ff4f13c',,,,,,,,,814,2026-07-30T09:17:54.652299
22395, Stephen Inner West Smash Repairs,825,AUD,Closed,Drive mate,error,,,unknown url type: '1f7663d0-63aa-473d-b1bf-ef3a7b517729',,,,,,,,,814,2026-07-30T09:17:54.652311
22377,Vin's Motor Pte Ltd,2016.5,SGD,Closed,Drive Lah,error,,,unknown url type: 'b484d4fe-70fe-49e8-b8da-a6d6846701c6',,,,,,,,,814,2026-07-30T09:17:54.652323
22375,Intercom,19143.52,USD,Closed,Central,error,,,unknown url type: '4d1710fb-95e4-4534-83f1-a30532c20235',,,,,,,,,814,2026-07-30T09:17:54.652339
22369,AWS,183.54,SGD,Closed,Central,error,,,unknown url type: '0c0b3c98-a1d6-4956-ba49-204347a054e0',,,,,,,,,814,2026-07-30T09:17:54.652351
22366,Insuret Pty Ltd,82272.63,AUD,Closed,Drive mate,error,,,unknown url type: '7c9d6fd4-81c8-4bfc-bae9-6adc5e0c1f03',,,,,,,,,814,2026-07-30T09:17:54.652363
22365,Insuret Pty Ltd,82272.63,AUD,Closed,Drive mate,error,,,unknown url type: '3d15d11f-3d2a-43bd-864f-fb6e99ca2e94',,,,,,,,,814,2026-07-30T09:17:54.652376
22364,Insuret Pty Ltd,82274.32,AUD,Closed,Drive mate,error,,,unknown url type: '820fe4bf-5d70-49b7-972a-1967a53f8f94',,,,,,,,,814,2026-07-30T09:17:54.652388
22360,SHARPS AUSTRALIA PTY LTD,661.39,AUD,Closed,Drive mate,error,,,unknown url type: 'b7bb66f8-14a4-42d8-b890-08d228ee620f',,,,,,,,,814,2026-07-30T09:17:54.652401
22272,HDB,2250,SGD,Closed,Drive lah,error,,,unknown url type: '490d9e58-ce0a-4ffb-ab9b-fb0c786d3ec3',,,,,,,,,814,2026-07-30T09:17:54.652413
22261,Towlah,50,SGD,Closed,Drive lah,error,,,unknown url type: '1b38b09a-1f1b-48ee-87b1-5ca3fb6fdff2',,,,,,,,,814,2026-07-30T09:17:54.652425
22213,Insuret,505.46,AUD,Closed,Drive Mate,error,,,unknown url type: 'bdb249da-99f9-4429-b30d-cf8f155fec59',,,,,,,,,814,2026-07-30T09:17:54.652437
22200,ACE Administration Services Pty Ltd,1100,AUD,Closed,Drive mate,error,,,unknown url type: 'c5468eb3-7fa1-4245-8d23-d07d94038aa2',,,,,,,,,814,2026-07-30T09:17:54.652450
22199,ACE Administration Services Pty Ltd,907.5,AUD,Closed,Drive mate,error,,,unknown url type: 'aaa7359c-ada6-4b3e-a440-9b7dbc7cce58',,,,,,,,,814,2026-07-30T09:17:54.652462
22198,ACE Administration Services Pty Ltd,1760,AUD,Closed,Drive mate,error,,,unknown url type: 'd832413d-9d22-4a67-89b3-deb3e51dc02f',,,,,,,,,814,2026-07-30T09:17:54.652474
22195,MELBOURNE PRESTIGE CENTRE,1200,AUD,Closed,Drive Mate,no_attachment,,,,,,,,,,,,814,2026-07-30T09:17:54.652486
22194,MELBOURNE PRESTIGE CENTRE,1200,AUD,Closed,Drive Mate,no_attachment,,,,,,,,,,,,814,2026-07-30T09:17:54.652497
22193,MELBOURNE PRESTIGE CENTRE,2200,AUD,Closed,Drive Mate,error,,,unknown url type: 'f8ab99d4-2d2f-42eb-a4c6-9f69f0549e83',,,,,,,,,814,2026-07-30T09:17:54.652507
22183,NTUC,3354.67,SGD,Closed,Drive Lah,error,,,unknown url type: '93efb050-55fc-44d1-a18e-0b186f5b2cef',,,,,,,,,814,2026-07-30T09:17:54.652519
22182,NTUC,5154.36,SGD,Closed,Drive Lah,error,,,unknown url type: '3d3883cf-1445-4247-b36d-8ee9ada85217',,,,,,,,,814,2026-07-30T09:17:54.652531
22181,NTUC,3696.34,SGD,Closed,Drive Lah,error,,,unknown url type: 'f4cb1d72-0b9c-421c-9700-63477de13a2e',,,,,,,,,814,2026-07-30T09:17:54.652544
22138,NSD Corp Pte Ltd,1800,SGD,Closed,Drive lah,error,,,unknown url type: 'f091798e-0c67-48d5-8426-10f5623a5b3d',,,,,,,,,814,2026-07-30T09:17:54.652556
22137,VentureHaven Pte Ltd,3657,SGD,Closed,Drive lah,error,,,unknown url type: 'cf83cc93-57aa-4231-a414-80891dd03582',,,,,,,,,814,2026-07-30T09:17:54.652568
22135,ELITE CAR VENTURES PTE LTD,1308,SGD,Approved,Drive lah,error,,,unknown url type: 'e0f51ec4-7f73-43fc-a072-266034b81827',,,,,,,,,814,2026-07-30T09:17:54.652580
22132,GT Insurance,5000,AUD,Closed,Drive mate,error,,,unknown url type: 'c1607eff-1bd1-490a-9ee6-e11b62189117',,,,,,,,,814,2026-07-30T09:17:54.652592
22131,Keydup Locksmiths,1350,AUD,Closed,Drive Mate,error,,,unknown url type: '04acae9d-27e1-418a-95a1-327af7f20cba',,,,,,,,,814,2026-07-30T09:17:54.652605
22128,Abdul Saaqib,2046.32,AUD,Closed,Drive mate,error,,,unknown url type: '56451b91-8944-47d2-904a-238e3c61e5a9',,,,,,,,,814,2026-07-30T09:17:54.652616
22119,ICONIC Auto,1650,AUD,Approved,Drive mate,error,,,unknown url type: 'b35c77b3-f4c5-4227-be07-38580118003c',,,,,,,,,814,2026-07-30T09:17:54.652629
22087,Inland Revenue Authority of Singapore,2783.88,SGD,Closed,Drive lah,error,,,unknown url type: '4ab07018-0dc9-4cc0-a123-c343126ddb9a',,,,,,,,,814,2026-07-30T09:17:54.652641
22085,Ur Drive,2000,AUD,Closed,Drive Mate,error,,,unknown url type: 'c28451dc-ab5e-47ec-b76d-fd2290d02da9',,,,,,,,,814,2026-07-30T09:17:54.652653
22076,Towlah,70,SGD,Closed,Drive lah,no_attachment,,,,,,,,,,,,814,2026-07-30T09:17:54.652666
22067,Fixed Lah,540,SGD,Closed,Drive lah,error,,,unknown url type: '4bb8911e-81e0-4c58-9f49-566a8011d84d',,,,,,,,,814,2026-07-30T09:17:54.652676
22058,NORMAN CHAN,1133,AUD,Closed,Drive Mate,error,,,unknown url type: '659f5386-42a9-4aec-8b25-ed499fad3796',,,,,,,,,814,2026-07-30T09:17:54.652687
22052,Fixed Lah,800,SGD,Closed,Drive lah,error,,,unknown url type: 'd208d99d-0dbb-4f35-83f0-9a834ef4f5e2',,,,,,,,,814,2026-07-30T09:17:54.652700
22034,- Focussed Assessing Pty Ltd,220,AUD,Closed,Drive mate,error,,,unknown url type: 'fb728217-0ed4-490c-b1f7-c9cd30dea283',,,,,,,,,814,2026-07-30T09:17:54.652712
22026,Car Solutions Motor Vehicle Consultants,605,AUD,Closed,Drive mate,error,,,unknown url type: '46a18edf-9295-406b-8484-379783e300da',,,,,,,,,814,2026-07-30T09:17:54.652728
22016,Aircall,2733,SGD,Closed,Central,error,,,unknown url type: '7663ff35-15dd-4b34-810b-48001d13df0a',,,,,,,,,814,2026-07-30T09:17:54.652741
22015,Venture Haven (VH),2022,SGD,Closed,Drive Lah,error,,,unknown url type: 'e48927d8-c124-43f1-920d-0876bc3e611c',,,,,,,,,814,2026-07-30T09:17:54.652753
22002,Rohde Smash Repairs,2101,AUD,Closed,Drive mate,error,,,unknown url type: '52f2495c-b403-4422-b849-861378fe94d0',,,,,,,,,814,2026-07-30T09:17:54.652765
21996,Rohde Smash Repairs ,880,AUD,Closed,Drive mate,error,,,unknown url type: '9ccf8885-dfa2-438b-9c58-78589d9a9476',,,,,,,,,814,2026-07-30T09:17:54.652777
21993,CAR SOLUTIONS MOTOR VEHICLE CONSULTANTS ,605,AUD,Closed,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T09:17:54.652789
21962,Rohde Smash Repairs,2304.31,AUD,Closed,Drive mate,error,,,unknown url type: '66f9a966-5a67-4039-bd71-e5e3592e03d8',,,,,,,,,814,2026-07-30T09:17:54.652799
21953,ABWIN LEASING PTE LTD,1526,SGD,Closed,Drive lah,error,,,unknown url type: '04ef8599-e499-4be8-afb3-8b8e3effc3a8',,,,,,,,,814,2026-07-30T09:17:54.652811
21932,Gupshup,51.05,USD,Approved,Central,error,,,unknown url type: '423ac9cd-8e0a-4511-9c68-e5f87d2d7e5d',,,,,,,,,814,2026-07-30T09:17:54.652824
21931,Gupshup ,54.95,USD,Approved,Central,error,,,unknown url type: '804f3aa6-f143-4f1c-9b4e-f85409e6427f',,,,,,,,,814,2026-07-30T09:17:54.652836
21930,Gupshup ,53.9,USD,Approved,Central,error,,,unknown url type: '9a94c7d6-1020-4048-91cc-838ee65b0b2d',,,,,,,,,814,2026-07-30T09:17:54.652848
21928,MoEngage,2284,USD,Approval Required,Central,error,,,unknown url type: '5cd8e4ac-9414-45c5-8f1e-4f0262b85c65',,,,,,,,,814,2026-07-30T09:17:54.652860
21927,MoEngage,2284,USD,Approval Required,Central,error,,,unknown url type: 'e99d0692-8304-4fd6-b402-87d4717386e2',,,,,,,,,814,2026-07-30T09:17:54.652873
21925,AWS,172.95,SGD,Closed,Drive lah,error,,,unknown url type: 'a227dd33-92ad-415f-8462-424ab0df76cd',,,,,,,,,814,2026-07-30T09:17:54.652885
21924,AWS,5683.58,SGD,Closed,Drive lah,error,,,unknown url type: 'c0dc61af-ca66-456f-a78a-853e092be29a',,,,,,,,,814,2026-07-30T09:17:54.652897
21923,AWS,173.15,SGD,Closed,Drive lah,error,,,unknown url type: '811317c1-7cf0-4097-974d-9e94e5c5ec9d',,,,,,,,,814,2026-07-30T09:17:54.652909
21922,AWS,5451.07,SGD,Closed,Drive lah,error,,,unknown url type: 'd0e522b7-34b3-40eb-b05b-85978eab327b',,,,,,,,,814,2026-07-30T09:17:54.652922
21921,AWS,225.63,SGD,Closed,Drive lah,error,,,unknown url type: '530b5659-2410-4cea-9904-b6a714314723',,,,,,,,,814,2026-07-30T09:17:54.652934
21920,AWS,5887.69,SGD,Closed,Drive lah,error,,,unknown url type: '30f979e7-aced-4182-bd08-02b45c96a231',,,,,,,,,814,2026-07-30T09:17:54.652946
21918,Digital matter,885.5,AUD,Approved,Drive mate,error,,,unknown url type: 'b90b9b69-2ca5-4e9d-9a70-7e1ebed78b92',,,,,,,,,814,2026-07-30T09:17:54.652959
21916,Digital matter,900.9,AUD,Approved,Drive mate,error,,,unknown url type: '14b226cb-e71a-4a9f-99cb-96e72a1187ef',,,,,,,,,814,2026-07-30T09:17:54.652971
21913,Digital Matter,885.5,AUD,Approved,Drive mate,error,,,unknown url type: 'e8ed8bd6-b2c9-48ed-868c-c5e595b4b70a',,,,,,,,,814,2026-07-30T09:17:54.652983
21911,Illion,4086.23,AUD,Closed,Central,error,,,unknown url type: '48f2b458-c932-4768-a992-9f2b3c1b4bf7',,,,,,,,,814,2026-07-30T09:17:54.652996
21910,Illion,2059.2,AUD,Closed,Central,error,,,unknown url type: '49bbcabb-b777-4e00-94b8-3b17c9031640',,,,,,,,,814,2026-07-30T09:17:54.653008
21909,Illion,3521.38,AUD,Closed,Central,error,,,unknown url type: '9f999bf6-c068-4943-8c54-342fb51f5d84',,,,,,,,,814,2026-07-30T09:17:54.653020
21908,Intercom,823.7,USD,Closed,Central,error,,,unknown url type: 'c3a1e6ce-0ff5-4b9f-a13e-600f39821c18',,,,,,,,,814,2026-07-30T09:17:54.653032
21906,Intercom,644.82,USD,Closed,Central,error,,,unknown url type: 'c370c047-9a42-43a4-a90b-426d0ddc5d45',,,,,,,,,814,2026-07-30T09:17:54.653044
21905,Intercom,18308.82,USD,Closed,Central,error,,,unknown url type: 'f400fc1f-cb4e-413f-b5d5-400829127406',,,,,,,,,814,2026-07-30T09:17:54.653059
21904,Aircall,3028.8,USD,Closed,Central,error,,,unknown url type: '933ac837-5fb2-46d8-95e7-b84d6d60b536',,,,,,,,,814,2026-07-30T09:17:54.653071
21903,Onfido,4538.6,USD,Closed,Central,error,,,unknown url type: '2e600c6f-48a9-497b-905e-7fecbd8ff675',,,,,,,,,814,2026-07-30T09:17:54.653084
21901,Onfido,4679.25,USD,Closed,Central,error,,,unknown url type: '9f8ed765-aabe-4303-a66f-22a63b818c5a',,,,,,,,,814,2026-07-30T09:17:54.653096
21900,Onfido,5149.8,USD,Closed,Central,error,,,unknown url type: '91fbde4f-0ab1-48f3-b98e-d0b3cab272e1',,,,,,,,,814,2026-07-30T09:17:54.653109
21894,Onfido,5439.74,USD,Closed,Central,error,,,unknown url type: '853ea2a6-dafe-4a0a-976e-f3ae9677f07f',,,,,,,,,814,2026-07-30T09:17:54.653121
21892,GT Insurance,3000,AUD,Closed,Drive mate,error,,,unknown url type: 'fe76a582-b795-4334-97f0-bf3dc80ba689',,,,,,,,,814,2026-07-30T09:17:54.653133
21849,Fixed Lah,2420,SGD,Closed,Drive lah,error,,,unknown url type: 'edc8623e-935e-4f60-8ad5-a1390376e8fb',,,,,,,,,814,2026-07-30T09:17:54.653145
21837,Insuret Pty Ltd,5000,AUD,Closed,Drive mate,error,,,unknown url type: '2ecf3a55-ba84-4b6f-a21f-cbfe63f79d21',,,,,,,,,814,2026-07-30T09:17:54.653157
21833,Rohde Smash Repairs,1100,AUD,Closed,Drive mate,error,,,unknown url type: '3153652c-ab39-49f7-8174-33fa11f5ec64',,,,,,,,,814,2026-07-30T09:17:54.653169
21825,Rohde Smash Repairs,1630.84,AUD,Closed,Drive mate,error,,,unknown url type: '5890639a-6be3-4e8a-ab69-dc2d9d28c764',,,,,,,,,814,2026-07-30T09:17:54.653184
21783,SHARPS AUSTRALIA PTY LTD,510.18,AUD,Closed,Drive mate,no_attachment,,,,,,,,,,,,814,2026-07-30T09:17:54.653197
21731,CDC Fleet Pty Ltd,26451.2,AUD,Closed,Drive mate,error,,,unknown url type: '14634c7a-da7a-4674-8e94-a6b92fc12217',,,,,,,,,814,2026-07-30T09:17:54.653207
21730,CDC Fleet Pty Ltd,25454.4,AUD,Closed,Drive mate,error,,,unknown url type: '1c51143a-3aa6-4932-8d36-49ead311e701',,,,,,,,,814,2026-07-30T09:17:54.653220
21729,CDC Fleet Pty Ltd,25072,AUD,Closed,Drive mate,error,,,unknown url type: 'e91d03f1-e762-4df7-bd88-d200830cbc8d',,,,,,,,,814,2026-07-30T09:17:54.653232
21728,CDC Fleet Pty Ltd,26417,AUD,Closed,Drive mate,error,,,unknown url type: '91dbb6a4-1923-4572-a31f-172ce487242a',,,,,,,,,814,2026-07-30T09:17:54.653244
21726,CDC Fleet Pty Ltd,48834.86,AUD,Closed,Drive mate,error,,,unknown url type: 'ca719423-b258-4256-aacf-a00ee0813140',,,,,,,,,814,2026-07-30T09:17:54.653256
21724,CDC Fleet Pty Ltd,48153.91,AUD,Closed,Drive mate,error,,,unknown url type: '216a8c17-3e07-4c99-b23a-7d6691f25d1a',,,,,,,,,814,2026-07-30T09:17:54.653269
21723,CDC Fleet Pty Ltd,47789.6,AUD,Closed,Drive mate,error,,,unknown url type: 'da422be0-4894-4dfd-b6fb-a3188efd9bff',,,,,,,,,814,2026-07-30T09:17:54.653281
21722,CDC Fleet Pty Ltd,48075.2,AUD,Closed,Drive mate,error,,,unknown url type: '651f5852-89b0-4d00-92c6-9e2fb944fe6a',,,,,,,,,814,2026-07-30T09:17:54.653294
21720,Focussed Assessing,220,AUD,Closed,Drive mate,error,,,unknown url type: 'b78e5969-87c7-4502-95ca-30a3d9f9fd2e',,,,,,,,,814,2026-07-30T09:17:54.653306
21719,CDC Fleet Pty Ltd,42823.2,AUD,Closed,Drive mate,error,,,unknown url type: '48e77abf-454a-40e8-8a3b-318bce44b8df',,,,,,,,,814,2026-07-30T09:17:54.653318
21718,CDC Fleet Pty Ltd,42192,AUD,Closed,Drive mate,error,,,unknown url type: '2684f879-2bfb-43b8-8eda-17a05810d4dd',,,,,,,,,814,2026-07-30T09:17:54.653330
21717,CDC Fleet Pty Ltd,42033.6,AUD,Closed,Drive Mate,error,,,unknown url type: '7be1ac8b-7000-4b25-8691-e6e92b5859af',,,,,,,,,814,2026-07-30T09:17:54.653342
21709,GT Insurance,2000,AUD,Closed,Drive mate,error,,,unknown url type: '57ded640-5125-4c54-8c7a-0adad40dc45b',,,,,,,,,814,2026-07-30T09:17:54.653354
21705,SELECTE PTE LTD,300,SGD,Closed,Drive lah,error,,,unknown url type: '770c9c05-a578-4d2a-87a9-2b2baa5b5481',,,,,,,,,814,2026-07-30T09:17:54.653366
21697,Focussed Loss Managent,330,AUD,Closed,Drive mate,error,,,unknown url type: '6f91a807-b74b-4957-935f-674537633c3c',,,,,,,,,814,2026-07-30T09:17:54.653378
21685,Fixed lah,300,SGD,Closed,Drive lah,error,,,unknown url type: 'ad2fd94d-7fa2-473e-98c1-9fdf402b7f41',,,,,,,,,814,2026-07-30T09:17:54.653391
21603,Focussed Assessing Pty Ltd,165,AUD,Closed,Drive mate,error,,,unknown url type: '9d139ea1-18f3-4236-a792-7e168d78ce90',,,,,,,,,814,2026-07-30T09:17:54.653404
21601,Towlah,810,SGD,Closed,Drive lah,error,,,unknown url type: '69aae445-f70c-4f69-b102-242e56dfaa96',,,,,,,,,814,2026-07-30T09:17:54.653417
21600,Towlah,280,SGD,Closed,Drive lah,error,,,unknown url type: '3c370cd3-ddf1-4e70-ba6b-3389564e7542',,,,,,,,,814,2026-07-30T09:17:54.653429
21574,"SentriLock, LLC",1023,USD,Closed,Drive Mate,error,,,unknown url type: '58de1283-2c05-45ce-928b-5c6749299d38',,,,,,,,,814,2026-07-30T09:17:54.653440
21573,RACQ Operations,1258,AUD,Closed,Drive mate,error,,,unknown url type: '375186f9-aa70-49eb-b6c8-34c4ec4ca3bc',,,,,,,,,814,2026-07-30T09:17:54.653452
21572,PACK SEND Marrickville,7507.5,AUD,Closed,Drive mate,error,,,unknown url type: '3d884509-c23d-4344-b001-0570bec02599',,,,,,,,,814,2026-07-30T09:17:54.653465
21571,Pack Send Marrickville,425.37,AUD,Closed,Drive mate,error,,,unknown url type: '5f564a52-304b-403c-bbaa-a8886c01a487',,,,,,,,,814,2026-07-30T09:17:54.653477
21570,PACK SEND Marrickville,556.42,AUD,Closed,Drive mate,error,,,unknown url type: '9576bb7b-874d-42db-8fba-2c0d71b97252',,,,,,,,,814,2026-07-30T09:17:54.653489
21569,Humax,13292.4,USD,Closed,Drive Mate,error,,,unknown url type: '7e28c8b0-b633-49c4-a963-a7edabadb084',,,,,,,,,814,2026-07-30T09:17:54.653501
21566,Fixed Lah`,400,SGD,Closed,Drive lah,error,,,unknown url type: '3ac63eae-140b-42f1-9e0f-e8502198c6b3',,,,,,,,,814,2026-07-30T09:17:54.653514
21563,MELBOURNE PRESTIGE CENTRE,5000,AUD,Closed,Drive mate,error,,,unknown url type: 'deee902e-5c91-4a87-ab82-3959ac489f60',,,,,,,,,814,2026-07-30T09:17:54.653526
21560,Focussed Loss Management,220,AUD,Closed,Drive mate,error,,,unknown url type: 'b08e00af-b961-4214-938f-86b22164cc55',,,,,,,,,814,2026-07-30T09:17:54.653541
21538,Goh Chee Cheng,500,SGD,Closed,Drive lah,error,,,unknown url type: '26e4be19-a5ba-4258-8707-5939ff065733',,,,,,,,,814,2026-07-30T09:17:54.653556
21439,Tpy Car Key Specialist Car Key Depot Pte Ltd,650,SGD,Closed,Drive Lah,error,,,unknown url type: 'bc4b0b04-badb-4410-867c-3279e4754175',,,,,,,,,814,2026-07-30T09:17:54.653568
21427,Fixed Lah,6158,SGD,Closed,Drive lah,error,,,unknown url type: '563b10cc-2d1a-4cbb-aeb8-3d47b0fde555',,,,,,,,,814,2026-07-30T09:17:54.653580
21401,Focussed Loss Management,165,AUD,Closed,Drive mate,error,,,unknown url type: '73fc325a-a69b-40cc-810a-f811d4527aee',,,,,,,,,814,2026-07-30T09:17:54.653592
21398,Towlah,280,SGD,Closed,Drive Lah,no_attachment,,,,,,,,,,,,814,2026-07-30T09:17:54.653604
21381,Melbourne Prestige Centre,5000,AUD,Closed,Drive mate,error,,,unknown url type: '11b64cd2-4b48-4ce6-bd0c-1d9ab9a2659d',,,,,,,,,814,2026-07-30T09:17:54.653615
21369,Fixed lah,4300,SGD,Closed,Drive lah,error,,,unknown url type: 'ff9fac80-6ab2-4c52-868a-a390c8c8e87c',,,,,,,,,814,2026-07-30T09:17:54.653630
21331,Ur Drive,2000,AUD,Closed,Drive Mate,error,,,unknown url type: '2ade088e-d0ef-4f93-8927-3cf3f61a5550',,,,,,,,,814,2026-07-30T09:17:54.653645
21324,Abdul Saaqib,7000,AUD,Closed,Drive Mate,error,,,unknown url type: '05d69050-3278-4920-aa08-dc55c8446963',,,,,,,,,814,2026-07-30T09:17:54.653660
21315,DL ops fund,150,SGD,Closed,Drive lah,error,,,unknown url type: 'b6debe97-a782-47b9-af18-a40d952c7c37',,,,,,,,,814,2026-07-30T09:17:54.653674
