id,entity_id,entry_date,description,reference_number,status,created_by,created_at,updated_at,posted_at,posting_user_id,intercompany_group_id,source,source_schedule_id
186,3,2026-03-13,Intuit Quickbooks Sydney AU Card xx1999 Value Date: 10/03/2026,,DRAFT,,2026-03-19 10:22:32.632511,2026-03-19 10:22:32.934263,,,,categorization_engine,
187,3,2026-03-13,Caffeine Cartel Sydney AU Card xx1999 Value Date: 11/03/2026,,DRAFT,,2026-03-19 10:22:33.602405,2026-03-19 10:22:33.893553,,,,counterparty_default,
189,3,2026-03-12,Fast Transfer From MEEGAN KING Arrears,,DRAFT,,2026-03-19 10:22:35.452325,2026-03-19 10:22:35.842008,,,,counterparty_default,
190,3,2026-03-12,POST GORDON PS GORDON AU Card xx1999 Value Date: 09/03/2026,,VOID,,2026-03-19 10:22:36.432934,2026-03-19 10:23:21.064689,,,,counterparty_default,
179,3,2026-03-16,Direct Credit 509196 INSURET CLAIM 1225x1797,,VOID,,2026-03-19 10:22:26.401202,2026-03-19 10:23:57.381036,,,,counterparty_default,
188,3,2026-03-13,Fast Transfer From CROWDER C S reference:cassie crowder,,VOID,,2026-03-19 10:22:34.492489,2026-03-19 10:24:17.312509,,,,counterparty_default,
169,3,2026-03-17,POST GORDON PS GORDON AU Card xx1999 Value Date: 12/03/2026,,VOID,,2026-03-19 10:22:05.011873,2026-03-19 10:23:39.451877,,,,counterparty_default,
294,2,2025-12-01,"JE #2: Trip revenue accrual - Dec 2025 ($213,936.19)",STRIPE-AU-JE02-AU-2025-12,POSTED,,2026-03-23 00:13:52.794672,2026-03-23 00:13:52.794672,,,,stripe,
295,2,2025-12-01,"JE #3: Fuel auto-charges - Dec 2025 ($23,135.71)",STRIPE-AU-JE03-AU-2025-12,POSTED,,2026-03-23 00:13:52.794673,2026-03-23 00:13:52.794673,,,,stripe,
296,2,2025-12-01,"JE #4: Incidentals invoiced - Dec 2025 ($115,769.61)",STRIPE-AU-JE04-AU-2025-12,POSTED,,2026-03-23 00:13:52.794674,2026-03-23 00:13:52.794674,,,,stripe,
297,2,2025-12-01,"JE #5: Incidentals cash received - Dec 2025 ($14,649.66)",STRIPE-AU-JE05-AU-2025-12,POSTED,,2026-03-23 00:13:52.794675,2026-03-23 00:13:52.794675,,,,stripe,
298,2,2025-12-01,"JE #6: Subscriptions invoiced - Dec 2025 ($67,810.54)",STRIPE-AU-JE06-AU-2025-12,POSTED,,2026-03-23 00:13:52.794675,2026-03-23 00:13:52.794676,,,,stripe,
299,2,2025-12-01,"JE #8: Host trip earnings accrual - Dec 2025 ($241,390.92)",STRIPE-AU-JE08-AU-2025-12,POSTED,,2026-03-23 00:13:52.794676,2026-03-23 00:13:52.794677,,,,stripe,
300,2,2025-12-01,"JE #9: Host damage payouts - Dec 2025 ($117,174.34)",STRIPE-AU-JE09-AU-2025-12,POSTED,,2026-03-23 00:13:52.794677,2026-03-23 00:13:52.794677,,,,stripe,
301,2,2025-12-01,JE #10: Host excess mileage - Dec 2025 ($642.32),STRIPE-AU-JE10-AU-2025-12,POSTED,,2026-03-23 00:13:52.794678,2026-03-23 00:13:52.794678,,,,stripe,
302,2,2025-12-01,JE #11: Host fuel reimbursement - Dec 2025 ($224.01),STRIPE-AU-JE11-AU-2025-12,POSTED,,2026-03-23 00:13:52.794679,2026-03-23 00:13:52.794679,,,,stripe,
249,2,2025-12-01,"JE #1: Trip charges (cash) - Dec 2025 ($514,653.04)",STRIPE-SG-JE01-SG-2025-12,POSTED,,2026-03-23 00:13:07.440342,2026-03-23 00:13:07.440345,,,,stripe,
250,2,2025-12-01,"JE #2: Trip revenue accrual - Dec 2025 ($546,142.76)",STRIPE-SG-JE02-SG-2025-12,POSTED,,2026-03-23 00:13:07.440346,2026-03-23 00:13:07.440347,,,,stripe,
251,2,2025-12-01,"JE #4: Incidentals invoiced - Dec 2025 ($26,030.42)",STRIPE-SG-JE04-SG-2025-12,POSTED,,2026-03-23 00:13:07.440348,2026-03-23 00:13:07.440348,,,,stripe,
252,2,2025-12-01,"JE #5: Incidentals cash received - Dec 2025 ($30,171.96)",STRIPE-SG-JE05-SG-2025-12,POSTED,,2026-03-23 00:13:07.440348,2026-03-23 00:13:07.440349,,,,stripe,
253,2,2025-12-01,"JE #6: Subscriptions invoiced - Dec 2025 ($7,060.16)",STRIPE-SG-JE06-SG-2025-12,POSTED,,2026-03-23 00:13:07.440349,2026-03-23 00:13:07.440350,,,,stripe,
254,2,2025-12-01,"JE #7: Subscriptions cash received - Dec 2025 ($8,618.08)",STRIPE-SG-JE07-SG-2025-12,POSTED,,2026-03-23 00:13:07.440350,2026-03-23 00:13:07.440351,,,,stripe,
255,2,2025-12-01,"JE #8: Host trip earnings accrual - Dec 2025 ($649,911.68)",STRIPE-SG-JE08-SG-2025-12,POSTED,,2026-03-23 00:13:07.440351,2026-03-23 00:13:07.440352,,,,stripe,
256,2,2025-12-01,"JE #9: Host damage payouts - Dec 2025 ($7,185.34)",STRIPE-SG-JE09-SG-2025-12,POSTED,,2026-03-23 00:13:07.440352,2026-03-23 00:13:07.440352,,,,stripe,
257,2,2025-12-01,"JE #10: Host excess mileage - Dec 2025 ($3,115.41)",STRIPE-SG-JE10-SG-2025-12,POSTED,,2026-03-23 00:13:07.440353,2026-03-23 00:13:07.440353,,,,stripe,
258,2,2025-12-01,JE #11: Host fuel reimbursement - Dec 2025 ($306.64),STRIPE-SG-JE11-SG-2025-12,POSTED,,2026-03-23 00:13:07.440354,2026-03-23 00:13:07.440354,,,,stripe,
259,2,2025-12-01,JE #12: Host toll reimbursement - Dec 2025 ($13.39),STRIPE-SG-JE12-SG-2025-12,POSTED,,2026-03-23 00:13:07.440354,2026-03-23 00:13:07.440355,,,,stripe,
260,2,2025-12-01,JE #13: Host cleanliness payout - Dec 2025 ($400.00),STRIPE-SG-JE13-SG-2025-12,POSTED,,2026-03-23 00:13:07.440355,2026-03-23 00:13:07.440356,,,,stripe,
261,2,2025-12-01,"JE #14: Host FlexPlus bonus - Dec 2025 ($1,373.06)",STRIPE-SG-JE14-SG-2025-12,POSTED,,2026-03-23 00:13:07.440356,2026-03-23 00:13:07.440357,,,,stripe,
262,2,2025-12-01,"JE #15: Host superhost bonus - Dec 2025 ($1,085.31)",STRIPE-SG-JE15-SG-2025-12,POSTED,,2026-03-23 00:13:07.440357,2026-03-23 00:13:07.440358,,,,stripe,
263,2,2025-12-01,"JE #16: Stripe platform fees - Dec 2025 ($17,716.15)",STRIPE-SG-JE16-SG-2025-12,POSTED,,2026-03-23 00:13:07.440358,2026-03-23 00:13:07.440358,,,,stripe,
264,2,2025-12-01,JE #17: Chargeback disputes - Dec 2025 ($-540.80),STRIPE-SG-JE17-SG-2025-12,POSTED,,2026-03-23 00:13:07.440359,2026-03-23 00:13:07.440359,,,,stripe,
265,2,2025-12-01,JE #18: Customer deposits received - Dec 2025 ($32.00),STRIPE-SG-JE18-SG-2025-12,POSTED,,2026-03-23 00:13:07.440360,2026-03-23 00:13:07.440360,,,,stripe,
266,2,2025-12-01,"JE #20: Trip refunds - Dec 2025 ($-70,928.67)",STRIPE-SG-JE20-SG-2025-12,POSTED,,2026-03-23 00:13:07.440361,2026-03-23 00:13:07.440361,,,,stripe,
267,2,2025-12-01,"JE #22: Invoice refunds - Dec 2025 ($-3,263.05)",STRIPE-SG-JE22-SG-2025-12,POSTED,,2026-03-23 00:13:07.440361,2026-03-23 00:13:07.440362,,,,stripe,
268,2,2025-12-01,"JE #23: Host transfer payouts - Dec 2025 ($-318,458.27)",STRIPE-SG-JE23-SG-2025-12,POSTED,,2026-03-23 00:13:07.440362,2026-03-23 00:13:07.440363,,,,stripe,
269,2,2025-12-01,"JE #25: Direct incidentals (no AR) - Dec 2025 ($527,316.41)",STRIPE-SG-JE25-SG-2025-12,POSTED,,2026-03-23 00:13:07.440363,2026-03-23 00:13:07.440363,,,,stripe,
278,2,2025-12-01,JE #10: Host excess mileage - Dec 2025 ($642.32),STRIPE-AU-JE10-AU-2025-12,POSTED,,2026-03-23 00:13:21.221614,2026-03-23 00:13:21.221615,,,,stripe,
279,2,2025-12-01,JE #11: Host fuel reimbursement - Dec 2025 ($224.01),STRIPE-AU-JE11-AU-2025-12,POSTED,,2026-03-23 00:13:21.221615,2026-03-23 00:13:21.221615,,,,stripe,
280,2,2025-12-01,"JE #12: Host toll reimbursement - Dec 2025 ($8,962.04)",STRIPE-AU-JE12-AU-2025-12,POSTED,,2026-03-23 00:13:21.221616,2026-03-23 00:13:21.221616,,,,stripe,
281,2,2025-12-01,"JE #13: Host cleanliness payout - Dec 2025 ($2,027.66)",STRIPE-AU-JE13-AU-2025-12,POSTED,,2026-03-23 00:13:21.221617,2026-03-23 00:13:21.221617,,,,stripe,
282,2,2025-12-01,"JE #14: Host FlexPlus bonus - Dec 2025 ($6,471.00)",STRIPE-AU-JE14-AU-2025-12,POSTED,,2026-03-23 00:13:21.221618,2026-03-23 00:13:21.221618,,,,stripe,
283,2,2025-12-01,"JE #15: Host superhost bonus - Dec 2025 ($24,798.55)",STRIPE-AU-JE15-AU-2025-12,POSTED,,2026-03-23 00:13:21.221618,2026-03-23 00:13:21.221619,,,,stripe,
284,2,2025-12-01,"JE #16: Stripe platform fees - Dec 2025 ($15,057.58)",STRIPE-AU-JE16-AU-2025-12,POSTED,,2026-03-23 00:13:21.221619,2026-03-23 00:13:21.221620,,,,stripe,
285,2,2025-12-01,"JE #17: Chargeback disputes - Dec 2025 ($-7,708.77)",STRIPE-AU-JE17-AU-2025-12,POSTED,,2026-03-23 00:13:21.221620,2026-03-23 00:13:21.221620,,,,stripe,
286,2,2025-12-01,"JE #18: Customer deposits received - Dec 2025 ($73,050.00)",STRIPE-AU-JE18-AU-2025-12,POSTED,,2026-03-23 00:13:21.221621,2026-03-23 00:13:21.221621,,,,stripe,
287,2,2025-12-01,"JE #19: Deposit refunds - Dec 2025 ($-57,650.00)",STRIPE-AU-JE19-AU-2025-12,POSTED,,2026-03-23 00:13:21.221622,2026-03-23 00:13:21.221622,,,,stripe,
288,2,2025-12-01,"JE #20: Trip refunds - Dec 2025 ($-49,437.62)",STRIPE-AU-JE20-AU-2025-12,POSTED,,2026-03-23 00:13:21.221622,2026-03-23 00:13:21.221623,,,,stripe,
289,2,2025-12-01,"JE #21: Subscription refunds - Dec 2025 ($-3,610.16)",STRIPE-AU-JE21-AU-2025-12,POSTED,,2026-03-23 00:13:21.221623,2026-03-23 00:13:21.221624,,,,stripe,
290,2,2025-12-01,"JE #22: Invoice refunds - Dec 2025 ($-3,936.12)",STRIPE-AU-JE22-AU-2025-12,POSTED,,2026-03-23 00:13:21.221624,2026-03-23 00:13:21.221624,,,,stripe,
291,2,2025-12-01,"JE #23: Host transfer payouts - Dec 2025 ($-311,602.97)",STRIPE-AU-JE23-AU-2025-12,POSTED,,2026-03-23 00:13:21.221625,2026-03-23 00:13:21.221625,,,,stripe,
292,2,2025-12-01,"JE #25: Direct incidentals (no AR) - Dec 2025 ($517,704.55)",STRIPE-AU-JE25-AU-2025-12,POSTED,,2026-03-23 00:13:21.221626,2026-03-23 00:13:21.221626,,,,stripe,
303,2,2025-12-01,"JE #12: Host toll reimbursement - Dec 2025 ($8,962.04)",STRIPE-AU-JE12-AU-2025-12,POSTED,,2026-03-23 00:13:52.794679,2026-03-23 00:13:52.794680,,,,stripe,
304,2,2025-12-01,"JE #13: Host cleanliness payout - Dec 2025 ($2,027.66)",STRIPE-AU-JE13-AU-2025-12,POSTED,,2026-03-23 00:13:52.794680,2026-03-23 00:13:52.794681,,,,stripe,
305,2,2025-12-01,"JE #14: Host FlexPlus bonus - Dec 2025 ($6,471.00)",STRIPE-AU-JE14-AU-2025-12,POSTED,,2026-03-23 00:13:52.794681,2026-03-23 00:13:52.794682,,,,stripe,
306,2,2025-12-01,"JE #15: Host superhost bonus - Dec 2025 ($24,798.55)",STRIPE-AU-JE15-AU-2025-12,POSTED,,2026-03-23 00:13:52.794682,2026-03-23 00:13:52.794682,,,,stripe,
307,2,2025-12-01,"JE #16: Stripe platform fees - Dec 2025 ($15,057.58)",STRIPE-AU-JE16-AU-2025-12,POSTED,,2026-03-23 00:13:52.794683,2026-03-23 00:13:52.794683,,,,stripe,
308,2,2025-12-01,"JE #17: Chargeback disputes - Dec 2025 ($-7,708.77)",STRIPE-AU-JE17-AU-2025-12,POSTED,,2026-03-23 00:13:52.794684,2026-03-23 00:13:52.794684,,,,stripe,
309,2,2025-12-01,"JE #18: Customer deposits received - Dec 2025 ($73,050.00)",STRIPE-AU-JE18-AU-2025-12,POSTED,,2026-03-23 00:13:52.794684,2026-03-23 00:13:52.794685,,,,stripe,
310,2,2025-12-01,"JE #19: Deposit refunds - Dec 2025 ($-57,650.00)",STRIPE-AU-JE19-AU-2025-12,POSTED,,2026-03-23 00:13:52.794685,2026-03-23 00:13:52.794686,,,,stripe,
311,2,2025-12-01,"JE #20: Trip refunds - Dec 2025 ($-49,437.62)",STRIPE-AU-JE20-AU-2025-12,POSTED,,2026-03-23 00:13:52.794686,2026-03-23 00:13:52.794686,,,,stripe,
312,2,2025-12-01,"JE #21: Subscription refunds - Dec 2025 ($-3,610.16)",STRIPE-AU-JE21-AU-2025-12,POSTED,,2026-03-23 00:13:52.794687,2026-03-23 00:13:52.794687,,,,stripe,
313,2,2025-12-01,"JE #22: Invoice refunds - Dec 2025 ($-3,936.12)",STRIPE-AU-JE22-AU-2025-12,POSTED,,2026-03-23 00:13:52.794688,2026-03-23 00:13:52.794688,,,,stripe,
314,2,2025-12-01,"JE #23: Host transfer payouts - Dec 2025 ($-311,602.97)",STRIPE-AU-JE23-AU-2025-12,POSTED,,2026-03-23 00:13:52.794688,2026-03-23 00:13:52.794689,,,,stripe,
315,2,2025-12-01,"JE #25: Direct incidentals (no AR) - Dec 2025 ($517,704.55)",STRIPE-AU-JE25-AU-2025-12,POSTED,,2026-03-23 00:13:52.794689,2026-03-23 00:13:52.794690,,,,stripe,
317,2,2025-01-01,"JE #1: Trip charges (cash) - Jan 2025 ($520,422.66)",STRIPE-SG-JE01-SG-2025-01,POSTED,,2026-05-21 05:01:19.893097,2026-05-21 05:01:19.893104,,,,stripe,
318,2,2025-01-01,"JE #2: Trip revenue accrual - Jan 2025 ($528,731.72)",STRIPE-SG-JE02-SG-2025-01,POSTED,,2026-05-21 05:01:19.893108,2026-05-21 05:01:19.893110,,,,stripe,
319,2,2025-01-01,"JE #5: Incidentals cash received - Jan 2025 ($18,499.71)",STRIPE-SG-JE05-SG-2025-01,POSTED,,2026-05-21 05:01:19.893113,2026-05-21 05:01:19.893115,,,,stripe,
320,2,2025-01-01,"JE #6: Subscriptions invoiced - Jan 2025 ($16,493.29)",STRIPE-SG-JE06-SG-2025-01,POSTED,,2026-05-21 05:01:19.893117,2026-05-21 05:01:19.893119,,,,stripe,
321,2,2025-01-01,"JE #7: Subscriptions cash received - Jan 2025 ($12,147.10)",STRIPE-SG-JE07-SG-2025-01,POSTED,,2026-05-21 05:01:19.893121,2026-05-21 05:01:19.893124,,,,stripe,
322,2,2025-01-01,"JE #15: Host superhost bonus - Jan 2025 ($34,902.11)",STRIPE-SG-JE15-SG-2025-01,POSTED,,2026-05-21 05:01:19.893126,2026-05-21 05:01:19.893128,,,,stripe,
323,2,2025-01-01,"JE #16: Stripe platform fees - Jan 2025 ($21,005.73)",STRIPE-SG-JE16-SG-2025-01,POSTED,,2026-05-21 05:01:19.893130,2026-05-21 05:01:19.893132,,,,stripe,
324,2,2025-01-01,JE #17: Chargeback disputes - Jan 2025 ($-628.73),STRIPE-SG-JE17-SG-2025-01,POSTED,,2026-05-21 05:01:19.893134,2026-05-21 05:01:19.893135,,,,stripe,
325,2,2025-01-01,"JE #20: Trip refunds - Jan 2025 ($-115,210.48)",STRIPE-SG-JE20-SG-2025-01,POSTED,,2026-05-21 05:01:19.893138,2026-05-21 05:01:19.893140,,,,stripe,
326,2,2025-01-01,JE #21: Subscription refunds - Jan 2025 ($-463.22),STRIPE-SG-JE21-SG-2025-01,POSTED,,2026-05-21 05:01:19.893142,2026-05-21 05:01:19.893144,,,,stripe,
327,2,2025-01-01,"JE #22: Invoice refunds - Jan 2025 ($-1,273.76)",STRIPE-SG-JE22-SG-2025-01,POSTED,,2026-05-21 05:01:19.893146,2026-05-21 05:01:19.893148,,,,stripe,
328,2,2025-01-01,"JE #23: Host transfer payouts - Jan 2025 ($-337,114.31)",STRIPE-SG-JE23-SG-2025-01,POSTED,,2026-05-21 05:01:19.893150,2026-05-21 05:01:19.893152,,,,stripe,
329,2,2025-01-01,"JE #25: Direct incidentals (no AR) - Jan 2025 ($529,379.38)",STRIPE-SG-JE25-SG-2025-01,POSTED,,2026-05-21 05:01:19.893154,2026-05-21 05:01:19.893155,,,,stripe,
330,2,2020-01-01,"JE #1: Trip charges (cash) - Jan 2020 ($70,595.83)",STRIPE-SG-JE01-SG-2020-01,POSTED,,2026-05-21 05:01:57.847938,2026-05-21 05:01:57.847951,,,,stripe,
331,2,2020-01-01,"JE #2: Trip revenue accrual - Jan 2020 ($79,807.06)",STRIPE-SG-JE02-SG-2020-01,POSTED,,2026-05-21 05:01:57.847955,2026-05-21 05:01:57.847957,,,,stripe,
332,2,2020-01-01,JE #5: Incidentals cash received - Jan 2020 ($150.00),STRIPE-SG-JE05-SG-2020-01,POSTED,,2026-05-21 05:01:57.847960,2026-05-21 05:01:57.847963,,,,stripe,
333,2,2020-01-01,"JE #15: Host superhost bonus - Jan 2020 ($1,680.00)",STRIPE-SG-JE15-SG-2020-01,POSTED,,2026-05-21 05:01:57.847965,2026-05-21 05:01:57.847967,,,,stripe,
334,2,2020-01-01,"JE #16: Stripe platform fees - Jan 2020 ($2,882.83)",STRIPE-SG-JE16-SG-2020-01,POSTED,,2026-05-21 05:01:57.847969,2026-05-21 05:01:57.847971,,,,stripe,
335,2,2020-01-01,"JE #20: Trip refunds - Jan 2020 ($-16,737.45)",STRIPE-SG-JE20-SG-2020-01,POSTED,,2026-05-21 05:01:57.847974,2026-05-21 05:01:57.847975,,,,stripe,
336,2,2020-01-01,"JE #23: Host transfer payouts - Jan 2020 ($-45,503.90)",STRIPE-SG-JE23-SG-2020-01,POSTED,,2026-05-21 05:01:57.847978,2026-05-21 05:01:57.847979,,,,stripe,
337,2,2020-01-01,"JE #25: Direct incidentals (no AR) - Jan 2020 ($70,745.83)",STRIPE-SG-JE25-SG-2020-01,POSTED,,2026-05-21 05:01:57.847982,2026-05-21 05:01:57.847984,,,,stripe,
350,2,2026-02-04,FAST PAYMENT OTHR WISE SM3P260204727213 SM3P260204727213,,DRAFT,,2026-05-22 09:25:38.207700,2026-05-22 09:25:38.408717,,,,categorization_engine,
270,2,2025-12-01,"JE #1: Trip charges (cash) - Dec 2025 ($250,747.69)",STRIPE-AU-JE01-AU-2025-12,POSTED,,2026-03-23 00:13:21.221604,2026-03-23 00:13:21.221607,,,,stripe,
271,2,2025-12-01,"JE #2: Trip revenue accrual - Dec 2025 ($213,936.19)",STRIPE-AU-JE02-AU-2025-12,POSTED,,2026-03-23 00:13:21.221608,2026-03-23 00:13:21.221609,,,,stripe,
272,2,2025-12-01,"JE #3: Fuel auto-charges - Dec 2025 ($23,135.71)",STRIPE-AU-JE03-AU-2025-12,POSTED,,2026-03-23 00:13:21.221609,2026-03-23 00:13:21.221610,,,,stripe,
273,2,2025-12-01,"JE #4: Incidentals invoiced - Dec 2025 ($115,769.61)",STRIPE-AU-JE04-AU-2025-12,POSTED,,2026-03-23 00:13:21.221610,2026-03-23 00:13:21.221610,,,,stripe,
274,2,2025-12-01,"JE #5: Incidentals cash received - Dec 2025 ($14,649.66)",STRIPE-AU-JE05-AU-2025-12,POSTED,,2026-03-23 00:13:21.221611,2026-03-23 00:13:21.221611,,,,stripe,
275,2,2025-12-01,"JE #6: Subscriptions invoiced - Dec 2025 ($67,810.54)",STRIPE-AU-JE06-AU-2025-12,POSTED,,2026-03-23 00:13:21.221612,2026-03-23 00:13:21.221612,,,,stripe,
276,2,2025-12-01,"JE #8: Host trip earnings accrual - Dec 2025 ($241,390.92)",STRIPE-AU-JE08-AU-2025-12,POSTED,,2026-03-23 00:13:21.221613,2026-03-23 00:13:21.221613,,,,stripe,
277,2,2025-12-01,"JE #9: Host damage payouts - Dec 2025 ($117,174.34)",STRIPE-AU-JE09-AU-2025-12,POSTED,,2026-03-23 00:13:21.221613,2026-03-23 00:13:21.221614,,,,stripe,
351,2,2026-02-11,FUND TRANSFER Fund Transfer to account 713147601001 SGD 3 000.00@1,,DRAFT,,2026-05-22 09:25:38.734284,2026-05-22 09:25:38.925893,,,,categorization_engine,
352,2,2026-02-11,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Uc8K,,DRAFT,,2026-05-22 09:25:39.238157,2026-05-22 09:25:39.454512,,,,categorization_engine,
353,2,2026-02-12,FAST PAYMENT OTHR WISE SM3P260212911698 SM3P260212911698,,DRAFT,,2026-05-22 09:25:39.775031,2026-05-22 09:25:39.982857,,,,categorization_engine,
354,2,2026-02-16,FAST PAYMENT OTHR WISE SM3P260216984938 SM3P260216984938,,DRAFT,,2026-05-22 09:25:40.305602,2026-05-22 09:25:40.505012,,,,categorization_engine,
355,2,2026-02-16,FUND TRANSFER Fund Transfer to account 713147601001 SGD 3 000.00@1,,DRAFT,,2026-05-22 09:25:40.809007,2026-05-22 09:25:41.002689,,,,categorization_engine,
356,2,2026-02-16,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P IxiG,,DRAFT,,2026-05-22 09:25:41.315439,2026-05-22 09:25:41.519065,,,,categorization_engine,
357,2,2026-02-18,FAST PAYMENT OTHR WISE SM3P260218703834 SM3P260218703834,,DRAFT,,2026-05-22 09:25:41.836058,2026-05-22 09:25:42.044660,,,,categorization_engine,
358,2,2026-02-19,FUND TRANSFER Fund Transfer to account 713147601001 SGD 5 000.00@1,,DRAFT,,2026-05-22 09:25:42.404993,2026-05-22 09:25:42.606396,,,,categorization_engine,
359,2,2026-02-20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P dr94,,DRAFT,,2026-05-22 09:25:42.917755,2026-05-22 09:25:43.145259,,,,categorization_engine,
360,2,2026-02-25,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P JZdU,,DRAFT,,2026-05-22 09:25:43.451929,2026-05-22 09:25:43.673835,,,,categorization_engine,
361,2,2026-02-27,FAST PAYMENT OTHR WISE SM3P260227826421 SM3P260227826421,,DRAFT,,2026-05-22 09:25:43.998929,2026-05-22 09:25:44.197163,,,,categorization_engine,
362,2,2026-02-27,FUND TRANSFER Fund Transfer to account 713147601001 SGD 15 000.00@1,,DRAFT,,2026-05-22 09:25:44.509333,2026-05-22 09:25:44.714034,,,,categorization_engine,
363,2,2026-02-27,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P glVw,,DRAFT,,2026-05-22 09:25:45.050028,2026-05-22 09:25:45.276385,,,,categorization_engine,
364,2,2026-03-03,FUND TRANSFER Fund Transfer to account 713147601001 SGD 10 000.00@1,,DRAFT,,2026-05-22 09:25:45.591456,2026-05-22 09:25:45.794169,,,,categorization_engine,
365,2,2026-03-09,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Sato,,DRAFT,,2026-05-22 09:25:46.116680,2026-05-22 09:25:46.325281,,,,categorization_engine,
366,2,2026-03-10,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P MiXo,,DRAFT,,2026-05-22 09:25:46.643293,2026-05-22 09:25:46.848840,,,,categorization_engine,
367,2,2026-03-11,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P CqI7,,DRAFT,,2026-05-22 09:25:47.173551,2026-05-22 09:25:47.367917,,,,categorization_engine,
368,2,2026-03-12,FUND TRANSFER Fund Transfer to account 713147601001 SGD 10 000.00@1,,DRAFT,,2026-05-22 09:25:47.682814,2026-05-22 09:25:47.881863,,,,categorization_engine,
369,2,2026-03-12,FAST PAYMENT OTHR WISE SM3P260312806109 SM3P260312806109,,DRAFT,,2026-05-22 09:25:48.197404,2026-05-22 09:25:48.393445,,,,categorization_engine,
370,2,2026-03-13,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P AvS8,,DRAFT,,2026-05-22 09:25:48.718282,2026-05-22 09:25:48.918968,,,,categorization_engine,
371,2,2026-03-16,FAST PAYMENT OTHR WISE SM3P260316873305 SM3P260316873305,,DRAFT,,2026-05-22 09:25:49.261891,2026-05-22 09:25:49.474952,,,,categorization_engine,
372,2,2026-03-16,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P zlno,,DRAFT,,2026-05-22 09:25:49.784761,2026-05-22 09:25:49.992012,,,,categorization_engine,
373,2,2026-03-17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P r4ib,,DRAFT,,2026-05-22 09:25:50.310756,2026-05-22 09:25:50.499866,,,,categorization_engine,
374,2,2026-03-17,FAST PAYMENT OTHR WISE SM3P260317901144 SM3P260317901144,,DRAFT,,2026-05-22 09:25:50.816847,2026-05-22 09:25:51.027088,,,,categorization_engine,
375,2,2026-03-20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P DIiJ,,DRAFT,,2026-05-22 09:25:51.338336,2026-05-22 09:25:51.532087,,,,categorization_engine,
376,2,2026-03-23,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P wTeL,,DRAFT,,2026-05-22 09:25:51.852786,2026-05-22 09:25:52.056594,,,,categorization_engine,
377,2,2026-03-26,FUND TRANSFER Fund Transfer to account 713147601001 SGD 5 000.00@1,,DRAFT,,2026-05-22 09:25:52.377098,2026-05-22 09:25:52.570454,,,,categorization_engine,
378,2,2026-03-26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P B8ag,,DRAFT,,2026-05-22 09:25:52.883428,2026-05-22 09:25:53.086874,,,,categorization_engine,
379,2,2026-03-27,FAST PAYMENT OTHR WISE SM3P260327770642 SM3P260327770642,,DRAFT,,2026-05-22 09:25:53.448011,2026-05-22 09:25:53.651657,,,,categorization_engine,
380,2,2026-03-31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P Isxe,,DRAFT,,2026-05-22 09:25:53.977927,2026-05-22 09:25:54.185826,,,,categorization_engine,
381,2,2026-01-27,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN Drive lah P PYHB,,DRAFT,,2026-05-22 09:25:54.507916,2026-05-22 09:25:54.714986,,,,categorization_engine,
