#,txn_date,value_date,amount,running_balance,description
144,2024-11-05,2024-11-05,70.00,54275.65,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
145,2024-11-05,2024-11-05,6.16,54281.81,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
146,2024-11-05,2024-11-05,-25000.00,29281.81,FAST PAYMENT OTHR WISE SM3P241105937158 SM3P241105937158
147,2024-11-05,2024-11-05,10000.00,39281.81,TRANSFER CT0033274810 SMIT241105686487
148,2024-11-06,2024-11-06,-0.43,39281.38,CCY CONVERSION FEE FOR: 42.51 SGD
149,2024-11-06,2024-11-06,-273.82,39007.56,DEBIT PURCHASE USD 200.11 03/11/24 xx-4699 Twilio CLKHGBGS293MX23 San
150,2024-11-06,2024-11-06,-42.51,38965.05,"DEBIT PURCHASE 03/11/24 xx-8724 INTUIT *QBooks Online 800 RNB05ESNB\16 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
151,2024-11-06,2024-11-06,-677.34,38287.71,DEBIT PURCHASE USD 495.00 04/11/24 xx-4180 WHALE RON
152,2024-11-06,2024-11-06,35.68,38323.39,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
153,2024-11-06,2024-11-06,34.84,38358.23,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
154,2024-11-06,2024-11-06,3.99,38362.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
155,2024-11-06,2024-11-06,39.20,38401.42,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
156,2024-11-06,2024-11-06,32.76,38434.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
157,2024-11-06,2024-11-06,138.00,38572.18,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
158,2024-11-06,2024-11-06,2.24,38574.42,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
159,2024-11-06,2024-11-06,180.00,38754.42,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
160,2024-11-06,2024-11-06,1.68,38756.10,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\17 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
161,2024-11-07,2024-11-07,-13.63,38742.47,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
162,2024-11-07,2024-11-07,-1362.50,37379.97,DEBIT PURCHASE 04/11/24 xx-8724 FACEBK *ZH2MYCCBY Dub
163,2024-11-07,2024-11-07,-1.80,37378.17,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
164,2024-11-07,2024-11-07,-1.80,37376.37,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
165,2024-11-07,2024-11-07,-1.80,37374.57,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
166,2024-11-07,2024-11-07,-1.80,37372.77,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
167,2024-11-07,2024-11-07,-1.80,37370.97,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
168,2024-11-07,2024-11-07,-1.80,37369.17,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
169,2024-11-07,2024-11-07,-3000.00,34369.17,"DEBIT PURCHASE 04/11/24 xx-8724 GOOGLE*ADS9173773995 CC RNB05ESNB\18 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
170,2024-11-07,2024-11-07,-1.81,34367.36,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
171,2024-11-07,2024-11-07,-1.81,34365.55,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
172,2024-11-07,2024-11-07,-1.81,34363.74,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
173,2024-11-07,2024-11-07,-1.81,34361.93,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
174,2024-11-07,2024-11-07,-1.81,34360.12,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
175,2024-11-07,2024-11-07,-1.81,34358.31,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
176,2024-11-07,2024-11-07,-1.81,34356.50,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
177,2024-11-07,2024-11-07,-1.81,34354.69,"DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL RNB05ESNB\19 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
178,2024-11-07,2024-11-07,-1.81,34352.88,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
179,2024-11-07,2024-11-07,-1.81,34351.07,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
180,2024-11-07,2024-11-07,-1.81,34349.26,DEBIT PURCHASE AUD 2.00 05/11/24 xx-4180 DRIVE MATE MEL
181,2024-11-07,2024-11-07,-39.72,34309.54,DEBIT PURCHASE USD 29.00 05/11/24 xx-3225 TLDX SOLUTIONS GM AAC
182,2024-11-07,2024-11-07,-19.88,34289.66,DEBIT PURCHASE USD 14.52 05/11/24 xx-4180 WHALE RON
183,2024-11-07,2024-11-07,-19.86,34269.80,DEBIT PURCHASE USD 14.50 05/11/24 xx-4180 WHALE RON
184,2024-11-07,2024-11-07,-213.64,34056.16,DEBIT PURCHASE 05/11/24 xx-9628 Hubspot Singapore Ltd Sin
185,2024-11-07,2024-11-07,3.43,34059.59,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\20 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
186,2024-11-07,2024-11-07,80.00,34139.59,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
187,2024-11-07,2024-11-07,56.56,34196.15,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
188,2024-11-07,2024-11-07,94.88,34291.03,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
189,2024-11-07,2024-11-07,22.91,34313.94,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
190,2024-11-07,2024-11-07,86.35,34400.29,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
191,2024-11-07,2024-11-07,85.40,34485.69,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
192,2024-11-07,2024-11-07,68.64,34554.33,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
193,2024-11-07,2024-11-07,85.80,34640.13,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
194,2024-11-07,2024-11-07,80.65,34720.78,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
195,2024-11-07,2024-11-07,161.30,34882.08,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\21 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
196,2024-11-07,2024-11-07,85.80,34967.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
197,2024-11-07,2024-11-07,87.56,35055.44,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
198,2024-11-07,2024-11-07,132.00,35187.44,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
199,2024-11-07,2024-11-07,41.20,35228.64,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
200,2024-11-07,2024-11-07,12.00,35240.64,PAYMENT/TRANSFER OTHR S$ FABIAN ONG JIA HAO via PayNow: Upgrade Insurance
201,2024-11-08,2024-11-08,10.00,35250.64,"FUND TRANSFER via PayNow-UEN from CHEOK MEY ZHI, OTHR - OTHR"
202,2024-11-08,2024-11-08,-27.20,35223.44,DEBIT PURCHASE USD 19.95 05/11/24 xx-1715 TWILIO SENDGRID SAN
203,2024-11-08,2024-11-08,-2758.64,32464.80,DEBIT PURCHASE USD 2022.72 06/11/24 xx-8259 KORE WIRELESS ATL
204,2024-11-08,2024-11-08,-72.99,32391.81,"DEBIT PURCHASE EUR 49.00 06/11/24 xx-8724 CLOJURESTREAM-CLOJU... OB RNB05ESNB\22 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
205,2024-11-08,2024-11-08,-386.65,32005.16,DEBIT PURCHASE USD 283.50 06/11/24 xx-5711 ZAPIER.COM/CHARGE SAN
206,2024-11-08,2024-11-08,62.00,32067.16,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
207,2024-11-08,2024-11-08,151.81,32218.97,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
208,2024-11-08,2024-11-08,68.32,32287.29,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
209,2024-11-08,2024-11-08,78.76,32366.05,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
210,2024-11-08,2024-11-08,5.17,32371.22,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
211,2024-11-08,2024-11-08,2.94,32374.16,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
212,2024-11-08,2024-11-08,79.45,32453.61,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
213,2024-11-08,2024-11-08,2.28,32455.89,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
214,2024-11-08,2024-11-08,47.52,32503.41,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\23 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
215,2024-11-08,2024-11-08,68.00,32571.41,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
216,2024-11-08,2024-11-08,61.30,32632.71,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
217,2024-11-09,2024-11-09,-18.68,32614.03,DEBIT PURCHASE USD 13.54 07/11/24 xx-4180 WHALE RON
218,2024-11-09,2024-11-09,-18.66,32595.37,DEBIT PURCHASE USD 13.53 07/11/24 xx-4180 WHALE RON
219,2024-11-09,2024-11-09,-18.66,32576.71,DEBIT PURCHASE USD 13.53 07/11/24 xx-4180 WHALE RON
220,2024-11-09,2024-11-09,-37.23,32539.48,DEBIT PURCHASE USD 26.98 07/11/24 xx-4180 WHALE RON
221,2024-11-09,2024-11-09,-40.01,32499.47,DEBIT PURCHASE USD 29.00 07/11/24 xx-3136 XERO GLOBAL IN-5405451 WEL
222,2024-11-09,2024-11-09,-15000.00,17499.47,FAST PAYMENT OTHR WISE SM3P241109999849 SM3P241109999849
223,2024-11-09,2024-11-09,10.00,17509.47,"PAYMENT/TRANSFER OTHR S$ MUHAMMAD AZFAR AKMA via PayNow: AdditionalDriver RNB05ESNB\24 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
224,2024-11-10,2024-11-11,-13.63,17495.84,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
225,2024-11-10,2024-11-11,-1362.50,16133.34,DEBIT PURCHASE 07/11/24 xx-8724 FACEBK *RMXF6DCBY Dub
226,2024-11-10,2024-11-11,-2238.53,13894.81,DEBIT PURCHASE EUR 1500.00 07/11/24 xx-6811 VOUCHERIFY KAT
227,2024-11-10,2024-11-11,10.00,13904.81,PAYMENT/TRANSFER OTHR S$ MUSTAFFA KAMAL BIN via PayNow: Mustaffakamal@gmail.co
228,2024-11-11,2024-11-11,-5.07,13899.74,CCY CONVERSION FEE FOR: 507.32 SGD
229,2024-11-11,2024-11-11,-507.32,13392.42,DEBIT PURCHASE 08/11/24 xx-8724 FACEBK *XH7RVFQBY Dub
230,2024-11-11,2024-11-11,-3000.00,10392.42,DEBIT PURCHASE 08/11/24 xx-8724 GOOGLE*ADS9173773995 CC
231,2024-11-11,2024-11-11,-405.35,9987.07,DEBIT PURCHASE USD 295.52 08/11/24 xx-4313 SENTRY SAN
232,2024-11-11,2024-11-11,-24.28,9962.79,DEBIT PURCHASE AUD 26.65 09/11/24 xx-8724 DRIVE MATE MEL
233,2024-11-11,2024-11-11,103.68,10066.47,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\25 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
234,2024-11-11,2024-11-11,4.24,10070.71,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
235,2024-11-11,2024-11-11,4.91,10075.62,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
236,2024-11-11,2024-11-11,4.71,10080.33,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
237,2024-11-11,2024-11-11,4.86,10085.19,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
238,2024-11-11,2024-11-11,3.63,10088.82,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
239,2024-11-11,2024-11-11,272.00,10360.82,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
240,2024-11-11,2024-11-11,4.39,10365.21,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
241,2024-11-11,2024-11-11,2.45,10367.66,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
242,2024-11-11,2024-11-11,170.00,10537.66,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
243,2024-11-11,2024-11-11,31.02,10568.68,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\26 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
244,2024-11-11,2024-11-11,2.69,10571.37,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
245,2024-11-11,2024-11-11,89.00,10660.37,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
246,2024-11-11,2024-11-11,109.12,10769.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
247,2024-11-11,2024-11-11,63.56,10833.05,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
248,2024-11-11,2024-11-11,90.14,10923.19,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
249,2024-11-11,2024-11-11,3.73,10926.92,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
250,2024-11-11,2024-11-11,101.00,11027.92,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
251,2024-11-11,2024-11-11,92.00,11119.92,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
252,2024-11-11,2024-11-11,10.00,11129.92,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
253,2024-11-11,2024-11-11,2.88,11132.80,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\27 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
254,2024-11-11,2024-11-11,78.76,11211.56,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
255,2024-11-11,2024-11-11,79.00,11290.56,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
256,2024-11-11,2024-11-11,162.82,11453.38,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
257,2024-11-11,2024-11-11,3.68,11457.06,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
258,2024-11-11,2024-11-11,24.30,11481.36,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
259,2024-11-11,2024-11-11,58.76,11540.12,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
260,2024-11-11,2024-11-11,14.80,11554.92,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
261,2024-11-11,2024-11-11,28.35,11583.27,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
262,2024-11-11,2024-11-11,78.76,11662.03,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
263,2024-11-11,2024-11-11,16.23,11678.26,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\28 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
264,2024-11-11,2024-11-11,78.00,11756.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
265,2024-11-11,2024-11-11,1.75,11758.01,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHLhJ5x ClPW
266,2024-11-11,2024-11-11,72.00,11830.01,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
267,2024-11-11,2024-11-11,6.48,11836.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
268,2024-11-11,2024-11-11,5.00,11841.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
269,2024-11-11,2024-11-11,83.00,11924.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
270,2024-11-11,2024-11-11,40.32,11964.81,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
271,2024-11-11,2024-11-11,1.38,11966.19,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
272,2024-11-11,2024-11-11,29.75,11995.94,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
273,2024-11-11,2024-11-11,144.22,12140.16,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\29 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
274,2024-11-11,2024-11-11,87.29,12227.45,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
275,2024-11-11,2024-11-11,117.52,12344.97,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
276,2024-11-11,2024-11-11,140.00,12484.97,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
277,2024-11-11,2024-11-11,13.82,12498.79,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
278,2024-11-11,2024-11-11,17.00,12515.79,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
279,2024-11-11,2024-11-11,81.41,12597.20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
280,2024-11-11,2024-11-11,74.01,12671.21,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
281,2024-11-11,2024-11-11,63.45,12734.66,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
282,2024-11-11,2024-11-11,116.51,12851.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
283,2024-11-11,2024-11-11,60.00,12911.17,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\30 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
284,2024-11-11,2024-11-11,18.90,12930.07,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
285,2024-11-11,2024-11-11,30.66,12960.73,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
286,2024-11-11,2024-11-11,7.78,12968.51,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
287,2024-11-12,2024-11-12,6518.56,19487.07,PAYMENT/TRANSFER CDCD J&N INTERNATIONAL EBGPP41112692105
288,2024-11-12,2024-11-12,68.00,19555.07,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
289,2024-11-12,2024-11-12,23.84,19578.91,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
290,2024-11-12,2024-11-12,18.42,19597.33,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
291,2024-11-12,2024-11-12,15.84,19613.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
292,2024-11-12,2024-11-12,92.36,19705.53,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
293,2024-11-12,2024-11-12,13.43,19718.96,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\31 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
294,2024-11-12,2024-11-12,39.76,19758.72,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
295,2024-11-12,2024-11-12,22.24,19780.96,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
296,2024-11-12,2024-11-12,24.84,19805.80,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
297,2024-11-12,2024-11-12,11.11,19816.91,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
298,2024-11-12,2024-11-12,62.00,19878.91,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
299,2024-11-12,2024-11-12,26.46,19905.37,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
300,2024-11-12,2024-11-12,35.68,19941.05,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
301,2024-11-13,2024-11-13,-13.63,19927.42,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
302,2024-11-13,2024-11-13,-1362.50,18564.92,DEBIT PURCHASE 11/11/24 xx-8724 FACEBK *PZYQYE8BY Dub
303,2024-11-13,2024-11-13,11.11,18576.03,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\32 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
304,2024-11-13,2024-11-13,231.00,18807.03,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
305,2024-11-13,2024-11-13,5.00,18812.03,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHzpbGx KmYC
306,2024-11-13,2024-11-13,22.72,18834.75,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
307,2024-11-13,2024-11-13,57.60,18892.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
308,2024-11-13,2024-11-13,87.00,18979.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
309,2024-11-13,2024-11-13,72.00,19051.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
310,2024-11-13,2024-11-13,54.00,19105.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
